Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Target
fudge tunnel,spanish fly,1993,01,0.18,0.735,4.0,-11.375,0.0,0.0562,4.35e-05,0.796,0.102,0.275,146.462,0
taylor swift,the way i loved you,2008,11,0.433,0.7,5.0,-3.709,1.0,0.0336,0.0408,0.0,0.115,0.398,160.927,0
naughty by nature,the hood comes first ,1993,02,0.87,0.499,6.0,-13.466,0.0,0.244,0.00386,1.28e-05,0.0784,0.353,99.796,0
phil collins,dance into the light ,1996,10,0.612,0.84,7.0,-5.342,1.0,0.0422,0.0252,0.00262,0.042,0.907,87.862,0
poncho sanchez,lip smacker,1992,01,0.615,0.467,5.0,-12.485,0.0,0.0767,0.262,0.00888,0.945,0.678,111.781,0
kathy mattea,standing knee deep in a river ,1992,01,0.502,0.242,0.0,-13.398,1.0,0.0302,0.698,1.65e-05,0.269,0.357,132.585,0
strata,trio ,2008,04,0.355,0.142,5.0,-17.893,1.0,0.0464,0.954,0.0276,0.0688,0.171,123.402,0
n.e.r.d.,intro / time for some action,2008,01,0.631,0.676,6.0,-5.9,0.0,0.434,0.112,0.0003,0.254,0.594,113.025,0
leona naess,heavy like sunday,2008,01,0.509,0.389,8.0,-9.223,1.0,0.0448,0.488,0.000187,0.138,0.424,147.308,0
estopa,exiliado en el lavabo,2000,07,0.69,0.434,11.0,-12.579,0.0,0.035,0.215,1.3e-05,0.0963,0.514,142.852,0
faith hill,there will come a day ,1999,11,0.464,0.698,8.0,-8.972,0.0,0.0377,0.308,0.0,0.0951,0.508,77.269,0
jean-jacques goldman,comme toi ,1982,09,0.646,0.253,2.0,-18.78,0.0,0.0386,0.73,0.00136,0.116,0.326,119.491,0
belle and sebastian,like dylan in the movies,1996,01,0.505,0.444,1.0,-12.672,0.0,0.0279,0.319,0.000133,0.147,0.625,157.899,0
thrice,the earth will shake,2005,01,0.447,0.898,9.0,-4.575,0.0,0.0726,0.0125,0.104,0.155,0.136,125.099,0
taking back sunday,spin ,2006,04,0.433,0.956,3.0,-4.131,0.0,0.0451,2.1e-05,0.0,0.372,0.602,95.229,0
dixie chicks,lullaby,2006,04,0.55,0.205,0.0,-11.409,1.0,0.0279,0.762,0.00943,0.112,0.316,109.396,0
bt feat. jes,every other way,2010,07,0.698,0.649,6.0,-8.555,0.0,0.0872,0.00101,0.615,0.197,0.425,131.008,0
the cliks,career suicide ,2009,05,0.512,0.849,2.0,-4.432,1.0,0.0524,0.000482,0.00185,0.156,0.46,143.004,0
agnostic front,no one hears you,2004,11,0.32,0.927,1.0,-4.668,1.0,0.0555,2.51e-06,0.0385,0.0782,0.705,99.837,0
snow patrol,wow,2004,01,0.48,0.923,9.0,-5.627,1.0,0.0493,5.7e-05,0.0144,0.0893,0.305,143.002,0
jk,you make me feel good ,1992,10,0.739,0.613,9.0,-13.728,1.0,0.037,0.112,0.00413,0.0565,0.947,125.975,0
taking dawn,black diamond,2010,01,0.44,0.911,7.0,-4.568,0.0,0.0779,0.0192,0.0165,0.108,0.128,144.985,0
shakira,poem to a horse,2001,11,0.644,0.878,11.0,-5.751,0.0,0.0377,0.027,4.2e-06,0.149,0.695,94.014,0
scott matthews,underlying lies,2009,01,0.504,0.653,10.0,-8.308,1.0,0.0381,0.0149,0.0109,0.0814,0.235,99.993,0
aaron watson,sweet contradiction,2008,04,0.331,0.68,9.0,-9.059,1.0,0.0335,0.227,7.37e-05,0.109,0.671,92.277,0
bongzilla,666lb. bongsession,2002,09,0.293,0.779,4.0,-6.717,1.0,0.0574,0.00404,0.817,0.134,0.172,132.29,0
madonna,vogue [live],2013,01,0.64,0.879,5.0,-4.576,0.0,0.0296,0.000347,0.106,0.211,0.0893,116.168,0
liquid soul,dysfunction,2005,06,0.659,0.637,5.0,-8.793,0.0,0.0513,0.1,0.000308,0.328,0.549,91.929,0
behemoth,no sympathy for fools,2002,01,0.431,0.903,1.0,-6.405,1.0,0.0891,2.61e-05,0.0362,0.273,0.386,92.379,0
danny elfman,the kingdom - titles,2007,01,0.612,0.613,1.0,-13.796,1.0,0.0569,0.458,0.823,0.152,0.483,128.646,0
flora purim,latinas,1977,01,0.116,0.0926,4.0,-20.512,1.0,0.0384,0.937,0.0353,0.215,0.0524,77.179,0
room 5,hidden sun,2003,11,0.796,0.974,4.0,-7.927,0.0,0.0628,0.000105,0.902,0.724,0.626,127.951,0
vickie winans,you turn me,2008,01,0.703,0.867,5.0,-7.802,0.0,0.0637,0.28,0.0,0.177,0.847,89.996,0
moonspell,sacred,1997,10,0.494,0.766,11.0,-7.706,1.0,0.0367,0.00129,0.18,0.185,0.238,120.03,0
frederic galliano,nomades monades,1997,11,0.58,0.228,10.0,-20.47,0.0,0.1,0.467,0.715,0.353,0.136,82.01,0
gang starr,the planet ,1994,03,0.784,0.725,4.0,-11.027,0.0,0.222,0.0139,0.0,0.107,0.607,167.549,0
statues,the last stand,2007,01,0.327,0.962,9.0,-5.411,1.0,0.0801,0.000495,6.66e-06,0.191,0.701,182.71,0
lambda,hold on tight,2015,03,0.689,0.765,9.0,-9.246,0.0,0.0332,0.0487,0.892,0.107,0.0872,133.011,0
twila paris,how beautiful ,1990,01,0.296,0.284,9.0,-8.587,1.0,0.0307,0.925,1.35e-05,0.0577,0.256,105.392,0
wyclef jean,something about mary,2000,08,0.755,0.66,5.0,-6.662,1.0,0.0537,0.158,7.41e-05,0.121,0.618,95.05,0
sylver,sympathy,2016,12,0.726,0.781,9.0,-8.962,0.0,0.0481,0.185,0.0275,0.182,0.451,138.898,0
2 minutos,1987,2007,12,0.378,0.984,4.0,-3.962,1.0,0.145,9.96e-05,0.0,0.62,0.618,97.69,0
hot chip,no,2019,06,0.609,0.725,2.0,-9.859,1.0,0.0361,0.345,0.00448,0.122,0.276,111.961,0
the crystal method,realizer,2004,01,0.649,0.765,10.0,-6.435,0.0,0.0324,0.0536,0.85,0.0819,0.438,129.988,0
brigada victor jara,parto em terras distantes ,1998,07,0.397,0.359,4.0,-13.607,0.0,0.0315,0.0697,0.000742,0.0566,0.412,173.824,0
gabriel yared,devon,2003,01,0.0671,0.103,4.0,-18.351,0.0,0.0429,0.955,0.91,0.0888,0.0359,71.908,0
wolfmother,white feather,2009,01,0.578,0.862,9.0,-4.492,1.0,0.053,0.000246,3.08e-05,0.381,0.646,111.499,0
cockney rejects,big time charlie,2007,05,0.242,0.954,9.0,-2.971,1.0,0.0757,0.0288,1.75e-06,0.102,0.578,168.313,0
mest,tonight will last forever ,2005,10,0.563,0.831,7.0,-8.788,1.0,0.0916,0.00275,0.00107,0.117,0.255,132.036,0
tantric,coming undone,2009,08,0.641,0.936,9.0,-2.848,0.0,0.067,0.00103,6.73e-05,0.0875,0.6,140.05,0
fall out boy,the carpal tunnel of love,2007,01,0.463,0.949,2.0,-2.753,0.0,0.051,0.00342,3.88e-06,0.316,0.632,140.824,0
dee clark,just keep it up,1993,01,0.665,0.334,10.0,-15.25,1.0,0.0542,0.628,0.0,0.0742,0.915,95.958,0
eddy raven,i wanna hear it from you,2007,09,0.721,0.536,5.0,-12.999,1.0,0.0291,0.0863,0.0,0.191,0.735,129.044,0
floor,heather,2010,03,0.262,0.869,2.0,-7.419,1.0,0.0525,0.221,0.563,0.158,0.0737,78.95,0
astarte,oblivious darkness,2018,02,0.368,0.979,4.0,-4.381,0.0,0.137,0.0478,0.593,0.345,0.152,128.959,0
krystof,ostravaczech,2006,10,0.661,0.511,0.0,-10.138,1.0,0.0292,0.684,0.0335,0.658,0.512,130.051,0
moraes moreira,banho de amor,2001,01,0.78,0.608,0.0,-6.608,1.0,0.0495,0.358,1.14e-06,0.104,0.806,132.92,0
inspiral carpets,party in the sky,1994,03,0.418,0.472,7.0,-11.492,1.0,0.0295,2.59e-05,0.579,0.109,0.583,93.287,0
dolores keane,storm in my heart,2006,05,0.24,0.32,5.0,-14.824,1.0,0.045,0.914,2.28e-05,0.0904,0.249,187.907,0
bleed the sky,kettle black,2008,06,0.474,0.942,3.0,-6.14,0.0,0.0952,0.00133,0.0294,0.217,0.157,116.057,0
coldplay,one i love,2002,08,0.441,0.776,2.0,-6.661,1.0,0.0356,0.109,0.504,0.365,0.367,134.008,0
methods of mayhem / scott kirkland,narcotic,1999,05,0.792,0.956,1.0,-3.064,1.0,0.167,0.00413,0.14,0.32,0.614,116.004,0
lyrics born,bad dreams,2003,10,0.862,0.668,6.0,-5.308,1.0,0.0718,0.11,4.59e-06,0.0633,0.889,85.024,0
george michael,praying for time,2017,10,0.581,0.622,10.0,-14.878,1.0,0.0354,0.0471,0.0162,0.0915,0.257,127.814,0
twista,the day after ,2005,10,0.921,0.876,11.0,-4.673,0.0,0.0954,0.00211,0.0268,0.364,0.696,117.986,0
the chap,we are not impartial,2006,12,0.6,0.215,6.0,-9.342,0.0,0.0321,0.612,0.0076,0.135,0.213,144.023,0
the cardigans,paralyzed,1998,01,0.57,0.661,2.0,-5.64,0.0,0.0311,0.000201,0.0296,0.169,0.161,145.153,0
korn,make me bad,1999,11,0.532,0.797,11.0,-6.889,0.0,0.0499,0.000192,0.0252,0.229,0.417,110.006,0
rhian sheehan,degrees of freedom,2004,05,0.695,0.525,11.0,-11.058,1.0,0.0397,0.472,0.841,0.153,0.611,108.006,0
line renaud,gwendolina,2010,07,0.743,0.648,7.0,-4.802,1.0,0.0423,0.908,0.0,0.206,0.828,137.359,0
bersuit vergarabat,de onda,1998,01,0.648,0.521,4.0,-7.271,0.0,0.0566,0.0814,0.0,0.555,0.591,121.944,0
u2,fez-being born,2009,01,0.256,0.819,2.0,-7.103,0.0,0.0422,0.0841,0.107,0.333,0.307,94.008,0
akon,over the edge,2008,01,0.526,0.648,5.0,-5.747,0.0,0.0366,0.0386,0.0,0.234,0.299,128.007,0
shania twain,raining on our love,1995,01,0.427,0.277,6.0,-11.581,1.0,0.0348,0.513,0.0,0.151,0.155,122.969,0
since the flood,all for nothing,2008,09,0.208,0.994,6.0,-1.817,0.0,0.154,0.00424,0.0,0.0537,0.336,97.093,0
speaker,joking,1999,01,0.511,0.822,9.0,-4.503,0.0,0.0398,0.0153,3.11e-06,0.6,0.365,132.035,0
michael gettel,safe passage,2003,07,0.267,0.379,2.0,-14.77,1.0,0.0293,0.846,0.863,0.102,0.0712,101.364,0
uriah heep,wake the sleeper,2010,09,0.412,0.871,9.0,-10.173,1.0,0.0924,0.0389,0.349,0.745,0.202,129.106,0
kool savas,warum rappst du?,2000,04,0.685,0.922,11.0,-2.036,0.0,0.689,0.671,0.0,0.254,0.88,92.57,0
joe mcbride,one eyed jack,2005,01,0.606,0.654,7.0,-9.897,0.0,0.0309,0.461,0.0614,0.122,0.527,91.95,0
stress assassin,eu a4,2010,07,0.201,0.51,7.0,-11.163,1.0,0.0381,0.546,0.798,0.144,0.0387,121.852,0
mago de oz,desde mi cielo,2018,11,0.586,0.551,2.0,-7.297,1.0,0.0381,0.549,2.28e-05,0.0965,0.292,110.213,0
teena marie,how can you resist it,1990,09,0.468,0.278,9.0,-10.281,1.0,0.03,0.388,0.0,0.123,0.14,82.019,0
mobb deep,up north trip,1995,04,0.845,0.641,6.0,-5.102,0.0,0.275,0.0391,2.4e-06,0.326,0.774,87.86,0
gang starr,say your prayers,1991,01,0.858,0.246,0.0,-19.525,1.0,0.127,0.0237,0.00853,0.12,0.718,82.966,0
brian tyler,i dream of chi chi,2009,01,0.57,0.0922,0.0,-18.693,1.0,0.038,0.91,0.932,0.122,0.397,105.11,0
billy bragg,goodbye ,2019,09,0.466,0.0691,11.0,-16.57,1.0,0.0322,0.794,1.56e-05,0.126,0.381,79.13,0
2 minutos,rompan todo,2007,12,0.411,0.964,0.0,-3.722,1.0,0.132,0.000626,0.0,0.434,0.825,105.563,0
orbital,chime ,1990,01,0.726,0.919,8.0,-13.836,1.0,0.045,0.000143,0.709,0.0795,0.332,120.952,0
bongzilla,cutdown,2005,09,0.24,0.811,11.0,-6.347,1.0,0.0725,0.0374,0.933,0.242,0.473,91.178,0
orbital,are we here ?,1994,01,0.673,0.609,0.0,-10.474,1.0,0.0388,0.00501,0.351,0.358,0.315,142.99,0
james carter,strange fruit,2003,11,0.228,0.477,0.0,-5.564,0.0,0.0363,0.176,0.00389,0.11,0.17,82.327,0
the high strung,the luck you got,2012,04,0.31,0.972,7.0,-3.663,1.0,0.197,0.000831,6.38e-06,0.154,0.311,139.039,0
mithotyn,guided by history,2008,04,0.156,0.91,7.0,-7.013,1.0,0.0741,3.49e-06,0.888,0.37,0.196,106.304,0
patrick bruel,au bout de la marelle,1999,04,0.658,0.667,7.0,-8.083,1.0,0.0355,0.0698,3.04e-06,0.0725,0.591,105.999,0
michael gettel,the journey north,1999,01,0.492,0.824,9.0,-11.195,1.0,0.037,0.503,0.804,0.0788,0.476,94.707,0
k-os,heaven only knows,2002,01,0.677,0.404,5.0,-8.562,0.0,0.258,0.548,0.0,0.108,0.853,90.075,0
wilshire,when,2003,10,0.498,0.72,10.0,-3.841,1.0,0.0321,0.0293,0.0,0.107,0.31,126.496,0
from autumn to ashes,sensory deprivation adventure,2007,04,0.47,0.918,10.0,-5.773,1.0,0.0507,8.26e-06,0.277,0.395,0.457,92.964,0
patton oswalt,a brief history of shitty comedy,2004,06,0.738,0.578,2.0,-11.461,1.0,0.948,0.767,0.0,0.673,0.617,52.374,0
casiotone for the painfully alone,dying batteries,2001,11,0.745,0.276,0.0,-17.224,1.0,0.119,0.996,0.697,0.143,0.341,77.468,0
sister hazel,cerilene,1997,01,0.694,0.522,10.0,-7.818,1.0,0.0291,0.0818,0.0,0.102,0.133,119.397,0
vonray,part of me ,2003,04,0.541,0.776,8.0,-5.597,1.0,0.0387,7.56e-05,0.000282,0.168,0.286,107.966,0
the four pennies,juliet,2018,11,0.282,0.255,8.0,-12.74,1.0,0.031,0.834,0.0,0.102,0.229,88.457,0
theodore shapiro,gun pull,2005,01,0.201,0.0224,4.0,-32.218,0.0,0.0438,0.959,0.936,0.0759,0.0363,71.199,0
tito puente,flight to jordan,1999,01,0.478,0.744,8.0,-9.659,1.0,0.0363,0.484,0.593,0.057,0.803,123.366,0
novaspace,guardian angel,2004,01,0.607,0.551,2.0,-7.146,1.0,0.0319,0.389,2.95e-05,0.0909,0.383,92.982,0
dons,best kept secret,2006,08,0.633,0.867,0.0,-4.943,1.0,0.0321,0.0221,0.0,0.12,0.758,124.051,0
krs-one,freestyle ministry ,2004,07,0.783,0.832,1.0,-3.164,1.0,0.371,0.12,0.0,0.244,0.848,94.854,0
unwritten law,up all night ,2002,01,0.627,0.952,9.0,-2.889,1.0,0.0724,0.00547,0.0,0.18,0.598,108.301,0
call to preserve,open your eyes,2008,09,0.247,0.995,4.0,-1.936,1.0,0.36,3.35e-05,0.00033,0.116,0.173,86.404,0
r. carlos nakai,red wind ,2002,01,0.439,0.144,1.0,-21.387,1.0,0.0338,0.893,0.883,0.297,0.518,139.236,0
marcus miller,3 deuces,2001,01,0.84,0.368,0.0,-8.775,1.0,0.0507,0.0369,0.784,0.0749,0.725,92.018,0
aerosmith,milkcow blues,1991,11,0.252,0.752,0.0,-10.901,1.0,0.0522,0.012,0.0114,0.0977,0.564,208.578,0
carl crack,sonnenfreunde,1998,05,0.276,0.978,8.0,-13.309,1.0,0.0923,0.897,0.76,0.936,0.0209,70.365,0
gabriela anders,love is so unkind ,1998,01,0.439,0.467,3.0,-9.744,1.0,0.0577,0.645,0.000114,0.0858,0.302,63.63,0
pre,greasers,2007,09,0.261,0.979,9.0,-3.565,1.0,0.183,0.00324,0.785,0.284,0.0782,143.133,0
sofia karlsson,andra sidan,2011,09,0.37,0.179,3.0,-15.34,1.0,0.0641,0.975,1.28e-05,0.972,0.254,136.416,0
les ogres de barback,femme du guerrier,2018,03,0.559,0.431,0.0,-13.687,1.0,0.311,0.865,1.42e-06,0.336,0.649,111.861,0
lyrics born,stop complaining/remix/jam,2006,10,0.471,0.834,11.0,-5.104,0.0,0.216,0.0726,0.0,0.381,0.471,110.531,0
anne dudley,victims of the occupation,2007,01,0.221,0.142,1.0,-17.122,0.0,0.0356,0.963,0.883,0.093,0.037,60.237,0
a different breed of killer,the cleansing apparatus,2008,04,0.514,0.967,3.0,-5.511,0.0,0.138,0.000869,0.329,0.247,0.299,107.507,0
simple minds,see the lights ,2016,11,0.606,0.802,2.0,-8.294,1.0,0.0402,0.0358,9.88e-05,0.302,0.519,126.081,0
little milton,little bluebird,1973,01,0.448,0.273,10.0,-15.682,1.0,0.0404,0.134,1.52e-06,0.107,0.351,173.424,0
rance allen group,the painter,2006,01,0.749,0.532,7.0,-11.273,1.0,0.0753,0.112,0.000213,0.12,0.755,100.243,0
franz ferdinand,do you want to,2005,10,0.413,0.942,0.0,-2.871,1.0,0.0453,0.0783,0.000412,0.689,0.759,123.085,0
klaus badelt,severe severing,2007,01,0.0877,0.155,9.0,-21.729,0.0,0.0393,0.767,0.93,0.107,0.0377,83.956,0
call to preserve,hope for the fallen,2008,09,0.287,0.997,5.0,-1.56,0.0,0.295,0.00014,0.00496,0.363,0.301,157.255,0
mae west,little bar butterfly,2009,08,0.689,0.402,7.0,-7.594,1.0,0.524,0.981,0.00634,0.362,0.876,106.272,0
memphis minnie,my butcher man,2018,03,0.712,0.211,8.0,-10.846,1.0,0.0831,0.987,3.57e-05,0.176,0.581,124.654,0
n.w.a.,approach to danger ,1991,05,0.599,0.995,6.0,-4.467,1.0,0.336,0.0648,1.26e-05,0.294,0.389,94.795,0
cut copy,unforgettable season,2008,01,0.336,0.972,10.0,-2.418,1.0,0.202,0.0375,0.718,0.262,0.435,130.03,0
moist,far beyond the endless,2011,02,0.841,0.869,7.0,-10.148,1.0,0.0799,0.0136,0.721,0.0332,0.334,131.983,0
akon,lonely,2004,01,0.632,0.533,5.0,-7.873,0.0,0.0338,0.351,0.0,0.236,0.595,90.064,0
otis taylor,talking about it blues,2009,01,0.473,0.819,4.0,-11.178,1.0,0.0342,0.702,0.948,0.139,0.679,148.185,0
harry gregson-williams,sanchez family,2004,01,0.335,0.269,8.0,-16.433,1.0,0.128,0.473,0.869,0.113,0.0356,159.997,0
marco beltrami,franks plea,2004,01,0.29,0.162,9.0,-18.872,0.0,0.0441,0.869,0.734,0.18,0.137,60.141,0
gym class heroes,to bob ross with love ,2005,02,0.659,0.597,6.0,-7.521,0.0,0.16,0.168,0.0,0.353,0.964,92.63,0
bon jovi,the distance,2002,01,0.343,0.736,7.0,-5.395,1.0,0.0399,0.00243,2.42e-06,0.119,0.532,178.317,0
johnny copeland,jambalaya ,2016,11,0.601,0.663,8.0,-11.395,1.0,0.036,0.0126,0.0,0.0523,0.917,130.783,0
jimmy wakely,mine all mine,2019,07,0.84,0.263,4.0,-13.554,1.0,0.0585,0.779,4.35e-05,0.0935,0.714,92.511,0
aerosmith,crazy,1993,01,0.37,0.866,6.0,-3.879,0.0,0.0384,0.0868,0.0,0.137,0.427,162.086,0
kaija koo,viimeinen lento,1993,04,0.645,0.544,6.0,-6.151,1.0,0.0324,0.673,0.0,0.175,0.474,83.992,0
talib kweli,say something [,2007,08,0.815,0.67,10.0,-6.563,0.0,0.245,0.0656,0.0,0.239,0.411,100.959,0
gerald clayton,scrimmage,2009,01,0.361,0.402,4.0,-14.165,0.0,0.0416,0.0702,0.699,0.0576,0.337,149.29,0
orbital,farenheit 303,1991,01,0.796,0.649,11.0,-15.884,1.0,0.0515,0.0148,0.904,0.0803,0.49,124.01,0
set your goals,summer jam,2009,07,0.398,0.986,8.0,-3.113,1.0,0.334,0.000112,1.75e-06,0.925,0.44,198.105,0
jeff wahl,india,2003,12,0.48,0.136,2.0,-24.682,1.0,0.0481,0.954,0.908,0.119,0.119,118.6,0
radiohead,vegetable ,1993,02,0.384,0.717,6.0,-8.868,1.0,0.0339,0.00281,0.569,0.187,0.42,105.852,0
dropkick murphys,amazing grace ,1999,03,0.12,0.875,3.0,-4.968,1.0,0.0555,0.000113,0.563,0.146,0.0397,91.579,0
leona naess,star signs,2003,01,0.474,0.232,4.0,-13.58,1.0,0.0408,0.737,5.85e-06,0.155,0.265,130.643,0
daniel johnston,rock around the christmas tree,2006,05,0.339,0.683,4.0,-6.468,1.0,0.0595,0.704,0.165,0.135,0.411,132.365,0
phantom planet,after hours,2004,03,0.591,0.798,4.0,-6.007,1.0,0.0426,0.00108,5.55e-05,0.174,0.553,113.863,0
50 cent / mobb deep,outta control,2005,01,0.77,0.587,8.0,-5.99,0.0,0.265,0.0268,0.0,0.0621,0.574,92.009,0
los fabulosos cadillacs,la vida,2005,07,0.519,0.985,7.0,-2.759,1.0,0.0607,0.0571,0.0,0.168,0.719,108.579,0
5th ward boyz,ho shit ,2013,08,0.838,0.905,1.0,-3.133,1.0,0.342,0.0476,0.0,0.0735,0.789,163.812,0
the fray,you found me,2009,01,0.338,0.803,8.0,-5.412,0.0,0.0413,0.0187,0.0,0.136,0.4,151.994,0
kanye west,school spirit skit 2,2004,02,0.716,0.308,5.0,-12.629,1.0,0.925,0.334,0.0,0.215,0.83,128.412,0
los fabulosos cadillacs,vos sabes,2008,12,0.707,0.848,9.0,-6.095,1.0,0.0665,0.148,0.00694,0.127,0.867,114.669,0
solas,lament for frankie,2006,05,0.209,0.0903,3.0,-18.816,1.0,0.0457,0.995,0.907,0.11,0.0879,98.05,0
shriekback,squanderer,2007,06,0.495,0.882,8.0,-5.97,1.0,0.118,0.0088,0.0378,0.302,0.58,175.242,0
afi,too shy to scream,2009,01,0.587,0.92,1.0,-4.486,1.0,0.0701,0.000985,0.000335,0.0741,0.839,95.033,0
the fray,she is,2005,09,0.495,0.824,7.0,-3.474,0.0,0.0357,0.0058,0.0,0.219,0.469,138.988,0
blind blake,dry bone shuffle,2018,06,0.651,0.611,10.0,-11.96,1.0,0.0609,0.751,0.944,0.113,0.965,134.213,0
take it back!,these days,2008,06,0.294,0.949,8.0,-4.468,1.0,0.112,5.81e-05,2.75e-05,0.0526,0.209,136.046,0
brenda lee,everybody loves me but you,1991,08,0.639,0.111,7.0,-15.282,1.0,0.0413,0.849,4.95e-06,0.43,0.506,107.105,0
fu-schnickens,visions ,1994,10,0.721,0.764,1.0,-7.868,1.0,0.248,0.14,4.34e-05,0.0409,0.532,90.8,0
patience dabany,abagui alobi,1990,05,0.578,0.965,5.0,-4.362,1.0,0.0985,0.0216,0.0736,0.752,0.805,124.709,0
northern state,last night,2004,08,0.892,0.752,6.0,-7.008,1.0,0.298,0.209,0.0,0.07,0.612,97.009,0
valient thorr,problem solver,2006,07,0.519,0.896,4.0,-6.343,1.0,0.092,0.0109,2.66e-06,0.081,0.769,92.004,0
speech,have fun prelude,2003,12,0.757,0.127,1.0,-19.685,1.0,0.895,0.742,0.0,0.613,0.212,119.32,0
tracy byrd,just let me be in love,2001,07,0.581,0.8,0.0,-7.397,0.0,0.0344,0.117,3.32e-05,0.045,0.415,96.1,0
lady gaga,poker face,2008,01,0.846,0.815,4.0,-4.512,1.0,0.0761,0.139,2.19e-06,0.131,0.831,118.999,0
kane,rain down on me,2003,09,0.463,0.879,5.0,-3.456,0.0,0.0602,0.00116,1.14e-05,0.11,0.334,132.884,0
vangelis,el greco: movement iii,1998,10,0.205,0.082,7.0,-19.806,1.0,0.0325,0.983,0.891,0.147,0.0757,177.19,0
mariano yanani,why should i cry for you,2005,01,0.269,0.169,8.0,-15.746,1.0,0.0368,0.965,0.876,0.112,0.28,158.971,0
gertrudis,oye,2009,03,0.704,0.918,4.0,-7.738,0.0,0.0464,0.386,0.205,0.765,0.889,114.252,0
between the buried and me,kickstart my heart ,2006,06,0.376,0.967,2.0,-5.116,1.0,0.116,0.00704,1.7e-05,0.369,0.314,178.964,0
the knux,bang! bang!,2008,01,0.702,0.733,4.0,-4.522,0.0,0.127,0.00602,3.8e-06,0.126,0.514,140.037,0
klaus badelt,time travel,2002,01,0.067,0.159,2.0,-17.936,1.0,0.0379,0.726,0.871,0.125,0.036,72.652,0
tranzas,un nuevo amor ,2006,10,0.572,0.412,1.0,-10.042,1.0,0.32,0.717,0.0,0.143,0.443,77.064,0
tony joe white,menutha,1995,07,0.58,0.588,2.0,-9.635,1.0,0.0274,0.252,0.605,0.157,0.664,134.548,0
steinski,silent partner ,2008,05,0.658,0.425,2.0,-17.873,0.0,0.299,0.671,5.9e-06,0.387,0.445,102.499,0
nightwish,the poet and the pendulum,2007,09,0.385,0.723,7.0,-6.205,0.0,0.0402,0.00935,0.0244,0.11,0.191,145.038,0
audio adrenaline,my god  ,1992,01,0.636,0.721,9.0,-7.61,0.0,0.235,0.231,1.37e-05,0.701,0.422,99.648,0
deep forest,green and blue,1998,01,0.64,0.653,6.0,-10.349,0.0,0.0872,0.0484,5.11e-05,0.22,0.548,174.005,0
obie bermudez,antes ,2007,01,0.562,0.548,5.0,-8.222,0.0,0.0299,0.205,0.0,0.0942,0.65,75.097,0
elvenking,pathfinders,2004,04,0.255,0.97,2.0,-3.8,1.0,0.182,0.000254,0.00107,0.128,0.41,149.794,0
weedeater,monkey junction,2013,12,0.145,0.854,7.0,-6.101,1.0,0.109,0.0174,7.73e-05,0.112,0.139,66.198,0
aesop rock,train buffer,2004,01,0.632,0.872,11.0,-4.95,1.0,0.237,0.226,5.68e-06,0.309,0.558,86.979,0
rakim,skit,1996,11,0.657,0.113,1.0,-17.855,1.0,0.406,0.534,0.0,0.118,0.966,77.915,0
foals,red socks pugie,2008,04,0.538,0.897,5.0,-6.721,1.0,0.0453,0.147,0.000516,0.104,0.385,156.977,0
carl cox vs yousef,i want you ,2008,03,0.671,0.969,4.0,-5.683,0.0,0.0475,0.000475,0.822,0.0471,0.288,130.0,0
memphis jug band,going back to memphis,2005,06,0.732,0.379,1.0,-11.918,1.0,0.0515,0.892,9.52e-05,0.265,0.844,143.145,0
sara melson,anywhere anytime,2008,02,0.454,0.808,5.0,-4.164,1.0,0.0453,0.153,0.0,0.288,0.811,168.077,0
incubus,a crow left of the murder,2004,02,0.385,0.893,9.0,-4.123,1.0,0.0386,0.018,0.000589,0.125,0.556,180.39,0
dishwalla,moisture,1995,01,0.337,0.852,11.0,-6.008,0.0,0.0516,0.000916,0.0395,0.0847,0.472,132.418,0
robin fox,wonderland,2001,02,0.524,0.923,7.0,-7.836,1.0,0.0496,0.00462,0.213,0.124,0.15,140.005,0
seventh star,i versus i,2007,06,0.332,0.906,7.0,-4.431,1.0,0.0364,7.77e-06,0.755,0.241,0.579,106.341,0
mando diao,popovic,2007,03,0.377,0.867,4.0,-3.609,0.0,0.0324,0.113,0.0,0.208,0.676,131.501,0
dimmu borgir,puritania,2001,03,0.303,0.969,8.0,-2.466,1.0,0.162,9.03e-05,0.844,0.417,0.163,109.384,0
kings of leon,ragoo,2007,04,0.741,0.764,2.0,-5.94,1.0,0.0301,0.0377,2.59e-06,0.0927,0.771,102.008,0
eastmountainsouth,hard times,2003,01,0.604,0.434,6.0,-8.873,1.0,0.0283,0.719,1.56e-05,0.0896,0.354,126.052,0
anthony blea y su charanga,tumba randy,2004,01,0.572,0.857,2.0,-5.194,0.0,0.0423,0.255,0.321,0.0369,0.764,100.003,0
walter ego,purple pygmies,1998,06,0.602,0.712,10.0,-11.089,0.0,0.0448,0.0527,0.87,0.409,0.33,93.095,0
darden smith,perfect moment,2003,04,0.643,0.348,6.0,-12.417,1.0,0.0283,0.752,0.0099,0.112,0.597,82.501,0
terror squad / remy / prospect / armageddon,hum drum,2004,01,0.703,0.818,1.0,-5.12,1.0,0.314,0.115,0.0,0.14,0.45,89.609,0
drowning pool,reborn ,2008,05,0.51,0.872,11.0,-6.017,1.0,0.0408,0.000642,0.0039,0.0788,0.539,83.038,0
