Title,ArtistName
i believe in you and me (from "the preacher's wife"),whitney houston
nobody,keith sweat featuring athena cage
foolish games/you were meant for me,jewel
every time i close my eyes,babyface
no diggity,blackstreet (featuring dr. dre)
cold rock a party,mc lyte
in my bed,dru hill
on & on,erykah badu
ooh aah... just a little bit,gina g
i'm still in love with you,new edition
mouth,merril bainbridge
if it makes you happy,sheryl crow
it's all coming back to me now,celine dion
where do you go,no mercy
when you love a woman,journey
i love you always forever,donna lewis
when you're gone/free to decide,the cranberries
no time,lil' kim featuring puff daddy
barely breathing,duncan sheik
i like it,the blackout allstars
last night (from "the nutty professor"),az yet
change the world,eric clapton
i finally found someone (from "the mirror has two faces"),barbra streisand & bryan adams
this is your night,amber
you're makin' me high/let it flow,toni braxton
pony,ginuwine
watch me do my thing (from "all that"),immature featuring smooth and ed from good burger
twisted,keith sweat
fly like an eagle (from "space jam"),seal
counting blue cars,dishwalla
what they do,the roots
get it together,702
things'll never change/rapper's ball,e-40 featuring bo-rock
da' dip,freak nasty
you must love me (from "evita"),madonna
you learn/you oughta know,alanis morissette
what kind of man would i be,mint condition
it's your body,johnny gill featuring roger troutman
please don't go,no mercy
thirty-three,the smashing pumpkins
firestarter,the prodigy
nothin' but the cavi hit (from "rhyme & reason"),mack 10 & tha dogg pound
desperately wanting,better than ezra
naked eye,luscious jackson
luchini aka (this is it),camp lo
whateva man,redman
i'm not giving you up,gloria estefan
space jam (from "space jam"),quad city dj's
if we fall in love tonight,rod stewart
tears,the isley brothers
what's on tonight,montell jordan
without love,donna lewis
this is for the lover in you,babyface featuring ll cool j, howard hewett, jody watley & jeffrey daniels
come see me,112
get up,lost boyz
let me clear my throat,dj kool
never leave me alone,nate dogg featuring snoop doggy dogg
falling,montell jordan
between you and me,dc talk
it's all about u,swv
ain't nobody (from "beavis and butt-head do america"),ll cool j
it's alright  it's ok,leah andreone
atliens,outkast
friends,john michael montgomery
knocks me off my feet,donell jones
i always feel like (somebody's watching me),tru featuring ice cream man (master p)
we danced anyway,deana carter
don't stop movin',livin' joy
colour of love,amber
hero of the day,metallica
street dreams,nas
i fell in love,rockell
i'll be,foxy brown featuring jay-z
it's in your eyes,phil collins
setting sun,the chemical brothers
let's ride,richie rich
you don't have to love me,monifah
i can make it better,luther vandross
runnin',2pac, notorious b.i.g., radio, dramacydal & stretch
how could you (from "bulletproof"),k-ci & jojo
sugar honey ice tea,goodfellaz
take your time,tre
the theme (it's party time),tracey lee
stand up,love tribe
the moment,kenny g
nowhere to go,melissa etheridge
without your love,angelina
drop dead gorgeous,republica
my baby mama,qt
fired up!,funky green dogs
you can make history (young again),elton john
all i want,susanna hoffs
passion,k5
another you  another me,brady seals
when boy meets girl,total
see you again,wiz khalifa featuring charlie puth
trap queen,fetty wap
earned it (fifty shades of grey),the weeknd
shut up and dance,walk the moon
uptown funk!,mark ronson featuring bruno mars
want to want me,jason derulo
sugar,maroon 5
love me like you do,ellie goulding
nasty freestyle,t-wayne
thinking out loud,ed sheeran
hey mama,david guetta featuring nicki minaj, bebe rexha & afrojack
honey  i'm good.,andy grammer
talking body,tove lo
g.d.f.r.,flo rida featuring sage the gemini & lookas
post to be,omarion featuring chris brown & jhene aiko
somebody,natalie la rose featuring jeremih
dear future husband,meghan trainor
you know you like it,dj snake & alunageorge
worth it,fifth harmony featuring kid ink
style,taylor swift
chains,nick jonas
where are u now,skrillex & diplo with justin bieber
girl crush,little big town
one last time,ariana grande
b**** better have my money,rihanna
slow motion,trey songz
watch me,silento
fight song,rachel platten
blank space,taylor swift
pretty girls,britney spears & iggy azalea
cheerleader,omi
budapest,george ezra
take your time,sam hunt
shake it off,taylor swift
blessings,big sean featuring drake
lean on,major lazer & dj snake featuring mo
time of our lives,pitbull & ne-yo
lay me down,sam smith
take me to church,hozier
sippin' on fire,florida georgia line
nasty,bandit gang marco featuring dro
elastic heart,sia
sangria,blake shelton
throw sum mo,rae sremmurd featuring nicki minaj & young thug
bright,echosmith
truffle butter,nicki minaj featuring drake & lil wayne
smoke,a thousand horses
don't it,billy currington
all about that bass,meghan trainor
i'm not the only one,sam smith
ayo,chris brown & tyga
a guy walks into a bar,tyler farr
bad blood,taylor swift featuring kendrick lamar
geronimo,sheppard
all day,kanye west featuring theophilus london, allan kingdom & paul mccartney
fourfiveseconds,rihanna & kanye west & paul mccartney
i'm comin' over,chris young
be real,kid ink featuring dej loaf
homegrown,zac brown band
commas,future
heartbeat song,kelly clarkson
flex (ooh ooh ooh),rich homie quan
believe,mumford & sons
little toy guns,carrie underwood
raise 'em up,keith urban featuring eric church
the night is still young,nicki minaj
this summer's gonna hurt...,maroon 5
wild child,kenny chesney with grace potter
love me like you mean it,kelsea ballerini
love you like that,canaan smith
i bet,ciara
i want you to know,zedd featuring selena gomez
the matrimony,wale featuring usher
how many times,dj khaled featuring chris brown, lil wayne & big sean
know yourself,drake
i really like you,carly rae jepsen
fun,pitbull featuring chris brown
energy,drake
like a wrecking ball,eric church
say you do,dierks bentley
classic man,jidenna featuring roman gianarthur
diamond rings and old barstools,tim mcgraw with catherine dunn
king kunta,kendrick lamar
i need your love,shaggy featuring mohombi, faydee, costi
wet dreamz,j. cole
el perdon (forgiveness),nicky jam & enrique iglesias
nothing without love,nate ruess
uma thurman,fall out boy
baby be my love song,easton corbin
one hell of an amen,brantley gilbert
she don't love you,eric paslay
photograph,ed sheeran
beautiful life,nick fradiani
a thousand years,sawyer fredericks
renegades,x ambassadors
get low,dillon francis & dj snake
tonight looks good on you,jason aldean
games,luke bryan
i don't get tired (#idgt),kevin gates featuring august alsina
crushin' it,brad paisley
black or white,michael jackson
it's so hard to say goodbye to yesterday,boyz ii men
all 4 love,color me badd
set adrift on memory bliss,p.m. dawn
when a man loves a woman,michael bolton
can't let go,mariah carey
blowing kisses in the wind,paula abdul
finally,cece peniston
2 legit 2 quit,m.c. hammer
wildside,marky mark & the funky bunch
that's what love is for,amy grant
keep coming back,richard marx
no son of mine,genesis
cream,prince and the n.p.g.
o.p.p.,naughty by nature
let's talk about sex,salt-n-pepa
smells like teen spirit,nirvana
don't cry,guns n' roses
don't let the sun go down on me,george michael/elton john
addams groove,m.c. hammer
can't stop this thing we started,bryan adams
live for loving you,gloria estefan
set the night to music,roberta flack with maxi priest
broken arrow,rod stewart
i love your smile,shanice
mysterious ways,u2
do anything,natural selection
forever my lady,jodeci
romantic,karyn white
diamonds and pearls,prince and the n.p.g.
change,lisa stansfield
tell me what you want me to do,tevin campbell
street of dreams,nia peeples
spending my time,roxette
the way i feel about you,karyn white
love me all up,stacy earl
emotions,mariah carey
angel baby,angelica
mind playing tricks on me,geto boys
save up all your tears,cher
keep it comin',keith sweat
tender kisses,tracie spencer
running back to you,vanessa williams
home sweet home,motley crue
i've got a lot to learn about love,the storm
i wonder why,curtis stigers
enter sandman,metallica
top of the world,van halen
housecall,shabba ranks (featuring maxi priest)
is it good to you,heavy d & the boyz
too blind to see it,kym sims
ring my bell,d.j. jazzy jeff & the fresh prince
the unforgiven,metallica
shot of poison,lita ford
in my dreams,the party
i can't make you love me,bonnie raitt
send me an angel,scorpions
can't truss it,public enemy
hearts don't think (they feel),natural selection
all she wrote,firehouse
i wanna be your girl,icy blu
ain't gonna hurt nobody,kid 'n play
on a sunday afternoon,lighter shade of brown
kiss you back,digital underground
just a touch of love,c+c music factory presents zelma davis
groovy train,the farm
i'm too sexy,right said fred
a day in my life (without you),lisette melendez
ain't no future in yo' fronting,m.c. breed & d.f.c.
the comfort zone,vanessa williams
i want you,jody watley
pop that coochie,the 2 live crew
no more tears,ozzy osbourne
whispers,corina
love crazy,atlantic starr
in paradise,laissez faire
within my heart,voyce
uhh ahh,boyz ii men
get a leg up,john mellencamp
all through the night,tone-loc
conviction of the heart,kenny loggins
to be with you,mr. big
rush,big audio
real real real,jesus jones
i'll get by,eddie money
every road leads back to you,bette midler
there will never be another tonight,bryan adams
insatiable,prince and the n.p.g.
move any mountain,the shamen
right down to it,damian dame
the fly,u2
what time is love?,the klf
give it away,red hot chili peppers
something got me started,simply red
live and let die,guns n' roses
everybody move,cathy dennis
groovin',ub40
just another girlfriend,hi-five
lies,emf
all i need is you,blue train
blurred lines,robin thicke featuring t.i. + pharrell
roar,katy perry
we can't stop,miley cyrus
radioactive,imagine dragons
holy grail,jay z featuring justin timberlake
applause,lady gaga
get lucky,daft punk featuring pharrell williams
treasure,bruno mars
cups (pitch perfect's when i'm gone),anna kendrick
safe and sound,capital cities
wake me up!,avicii
clarity,zedd featuring foxes
love somebody,maroon 5
same love,macklemore & ryan lewis featuring mary lambert
summertime sadness,lana del rey & cedric gervais
that's my kind of night,luke bryan
royals,lorde
can't hold us,macklemore & ryan lewis featuring ray dalton
cruise,florida georgia line featuring nelly
mirrors,justin timberlake
best song ever,one direction
crash my party,luke bryan
i need your love,calvin harris featuring ellie goulding
hold on  we're going home,drake featuring majid jordan
the other side,jason derulo
gone  gone  gone,phillip phillips
the way,ariana grande featuring mac miller
just give me a reason,p!nk featuring nate ruess
sail,awolnation
i want crazy,hunter hayes
come & get it,selena gomez
don't ya,brett eldredge
little bit of everything,keith urban
see you again,carrie underwood
gas pedal,sage the gemini featuring iamsu!
round here,florida georgia line
runnin' outta moonlight,randy houser
power trip,j. cole featuring miguel
thrift shop,macklemore & ryan lewis featuring wanz
it goes like this,thomas rhett
body party,ciara
night train,jason aldean
take back the night,justin timberlake
stay,rihanna featuring mikky ekko
still into you,paramore
brave,sara bareilles
redneck crazy,tyler farr
boys 'round here,blake shelton featuring pistol annies & friends
when i was your man,bruno mars
crooked smile,j. cole featuring tlc
i love it,icona pop featuring charli xcx
don't drop that thun thun!,the finatticz
u.o.e.n.o.,rocko featuring future & rick ross
all over the road,easton corbin
hey girl,billy currington
everything has changed,taylor swift featuring ed sheeran
counting stars,onerepublic
tapout,rich gang featuring lil wayne, birdman, future, mack maine, nicki minaj
beware,big sean featuring lil wayne & jhene aiko
true love,p!nk featuring lily allen
red nose,sage the gemini
point at you,justin moore
type of way,rich homie quan
southern girl,tim mcgraw
mine would be you,blake shelton
beneath your beautiful,labrinth featuring emeli sande
parking lot party,lee brice
headband,b.o.b featuring 2 chainz
ain't worried about nothin,french montana
feds watching,2 chainz featuring pharrell
aw naw,chris young
