Title,ArtistName,Rank,Weeks,isNew,Target
tocame,,0,0,1,0
juno,,0,0,1,0
frieda,,0,0,1,0
pick me up on your way down,,0,0,1,0
how can i,,0,0,1,0
like a dog,,0,0,1,0
conker the king,,0,0,1,0
can you hear me,,0,0,1,0
sailing to the edge of the earth,,0,0,1,0
saturday love,,0,0,1,0
true,,0,0,1,0
disposition ,,0,0,1,0
"blove n gold""""",,0,0,1,0
grial ii,,0,0,1,0
over and over,,0,0,1,0
get a hold,,0,0,1,0
todo a pulm\xc3\xb3n,,0,0,1,0
cosmic forge ,,0,0,1,0
from ivory towers above the control grid,,0,0,1,0
lullaby for the summer,,0,0,1,0
cool people make me tired,,0,0,1,0
"bcest toujours la m\xc3\xaame histoire""""",,0,0,1,0
flame on,,0,0,1,0
paragon rag  ,,0,0,1,0
let me out,,0,0,1,0
eagle eye,,0,0,1,0
hello,,0,0,1,0
did ya say that,,0,0,1,0
after one quarter of a revolution,,0,0,1,0
sweetest goodbye,,0,0,1,0
puzzle of hearts,,0,0,1,0
watching you,,0,0,1,0
blets roll ,,0,0,1,0
for anything,,0,0,1,0
freak it all night,,0,0,1,0
chain ,,0,0,1,0
"bcolemans no. 1 / ton double fisel / kiely cotters / how we spent the christmas""""",,0,0,1,0
lonesome road,,0,0,1,0
que vas a hacer?,,0,0,1,0
born to run,,0,0,1,0
electrasonic v,,0,0,1,0
winter in finland,,0,0,1,0
azul contente,,0,0,1,0
"bwont be long""""",,0,0,1,0
les forains,,0,0,1,0
desert caravan,,0,0,1,0
"bdont stop""""",,0,0,1,0
in this skin,,0,0,1,0
pub pusher,,0,0,1,0
best friend,,0,0,1,0
hunger strike,,0,0,1,0
sellotape flowers,,0,0,1,0
die slow,,0,0,1,0
"btill we aint strangers anymore""""",,0,0,1,0
the murder prologue,,0,0,1,0
i.b.s. ,,0,0,1,0
execution,,0,0,1,0
anytime you need a friend,,0,0,1,0
broderskapets ring,,0,0,1,0
cuento de la buena pipa,,0,0,1,0
mopao,,0,0,1,0
rock and roll ,,0,0,1,0
"brollin and tumblin""""",,0,0,1,0
good girl gone bad,,0,0,1,0
sweet lover hangover,,0,0,1,0
bang,,0,0,1,0
the everclear song,,0,0,1,0
ice cream man,,0,0,1,0
going back to new orleans,,0,0,1,0
superman,,0,0,1,0
streamline,,0,0,1,0
dog tagged,,0,0,1,0
5 foot 1,,0,0,1,0
the key,,0,0,1,0
guajira y ven,,0,0,1,0
"bpassin me by""""",,0,0,1,0
english house,,0,0,1,0
m\xc3\xa9dium,,0,0,1,0
soot and stars,,0,0,1,0
intro,,0,0,1,0
carry the weight,,0,0,1,0
voucher,,0,0,1,0
eimsbush bis 0711,,0,0,1,0
perfect peace,,0,0,1,0
the blinding sun,,0,0,1,0
yo mouth ,,0,0,1,0
heaven can wait,,0,0,1,0
follow the light ,,0,0,1,0
sweet suffering christ,,0,0,1,0
noises,,0,0,1,0
the big stall,,0,0,1,0
wanderlust,,0,0,1,0
kill miss america ,,0,0,1,0
2 glocks,,0,0,1,0
gold flames of angels,,0,0,1,0
zavelow house ,,0,0,1,0
skit #2 ,,0,0,1,0
flat earth society ,,0,0,1,0
the wreckage intro ,,0,0,1,0
drum machine joy,,0,0,1,0
phantoms in the mirror,,0,0,1,0
etre une femme,,0,0,1,0
nothing to you,,0,0,1,0
lero do bolero,,0,0,1,0
kindhearted woman blues,,0,0,1,0
beneath the valley of the underdog ,,0,0,1,0
sam und bo_ n.e.o.,,0,0,1,0
cb4,,0,0,1,0
got to give it up,,0,0,1,0
"bif thats true""""",,0,0,1,0
qu\xc3\xadtate la ropa,,0,0,1,0
teeny weeny string bikini,,0,0,1,0
resurrection,,0,0,1,0
tin pan alley ,,0,0,1,0
here without you,,0,0,1,0
sweet to mama,,0,0,1,0
expolodera ,,0,0,1,0
im clu,,0,0,1,0
i was a human bomb for the fbi,,0,0,1,0
common sense,,0,0,1,0
class act,,0,0,1,0
bdont take your love away from me ,,0,0,1,0
the same old innocence,,0,0,1,0
"bit doesnt matter where_ just drive""""",,0,0,1,0
the golden rocket,,0,0,1,0
run,,0,0,1,0
love happens just like that ,,0,0,1,0
teenage queen ,,0,0,1,0
be stiff ,,0,0,1,0
revolution,,0,0,1,0
the line,,0,0,1,0
"bthe whites bedroom - fire escape""""",,0,0,1,0
trapdoor,,0,0,1,0
would?,,0,0,1,0
plastic people,,0,0,1,0
"bcuttin the tree""""",,0,0,1,0
bburn em down ,,0,0,1,0
hasta los huesos,,0,0,1,0
cumberland gap,,0,0,1,0
svedomi,,0,0,1,0
"bits alright bruv""""",,0,0,1,0
new morning ,,0,0,1,0
sea_ subsurface,,0,0,1,0
les fleurs,,0,0,1,0
como olvidar ,,0,0,1,0
so not over you ,,0,0,1,0
cruz,,0,0,1,0
"bcest toujours le matin""""",,0,0,1,0
"bhappy mothers day""""",,0,0,1,0
castillos y sue\xc3\xb1os,,0,0,1,0
black celebration,,0,0,1,0
no volveras a mi,,0,0,1,0
superscout,,0,0,1,0
meeting daisy,,0,0,1,0
so many roads,,0,0,1,0
oceans,,0,0,1,0
new born soul,,0,0,1,0
prends-moi la main,,0,0,1,0
war?,,0,0,1,0
el oro de la gallina de los huevos,,0,0,1,0
bdont look back ,,0,0,1,0
down in the jungle,,0,0,1,0
mientras me quieras,,0,0,1,0
sister seagull ,,0,0,1,0
"bwere out of gas""""",,0,0,1,0
the world in my hands ,,0,0,1,0
superstar,,0,0,1,0
scelxenak,,0,0,1,0
speak low,,0,0,1,0
dj,,0,0,1,0
"bim hot""""",,0,0,1,0
the way,,0,0,1,0
touch my body,,0,0,1,0
"bshes all i ever had""""",,0,0,1,0
hey sexy lady,,0,0,1,0
"byou know its true""""",,0,0,1,0
more,,0,0,1,0
john the revelator,,0,0,1,0
"bvenite pa maracaibo""""",,0,0,1,0
n.y. electric / hunter interlude,,0,0,1,0
chi chi man,,0,0,1,0
moonlight serenade,,0,0,1,0
after i made love to you,,0,0,1,0
love like this,,0,0,1,0
shifter,,0,0,1,0
thriller,,0,0,1,0
getto boys,,0,0,1,0
sent by angels,,0,0,1,0
wendy,,0,0,1,0
bitll all come around ,,0,0,1,0
let him fly,,0,0,1,0
the bottom line,,0,0,1,0
outside,,0,0,1,0
marrakech,,0,0,1,0
going down,,0,0,1,0
earth child ,,0,0,1,0
price i pay,,0,0,1,0
master_ faster_ sweet desaster,,0,0,1,0
java sparrow,,0,0,1,0
the michael vick song,,0,0,1,0
love you again,,0,0,1,0
erick sermon,,0,0,1,0
lion paw,,0,0,1,0
honey fingers,,0,0,1,0
tell me,,0,0,1,0
point and shoot ,,0,0,1,0
bath of least resistance,,0,0,1,0
i swear the visine is for my allergies,,0,0,1,0
talk about me,,0,0,1,0
no loafting,,0,0,1,0
ali baba,,0,0,1,0
death blow,,0,0,1,0
the future,,0,0,1,0
4 minutes [,,0,0,1,0
turn the heat up,,0,0,1,0
here i am,,0,0,1,0
this very moment,,0,0,1,0
feeling,,0,0,1,0
gotta cut out,,0,0,1,0
kill your darlings,,0,0,1,0
the coloness of the chain,,0,0,1,0
forever,,0,0,1,0
"bits a secret""""",,0,0,1,0
caroline ,,0,0,1,0
god gave me you ,,0,0,1,0
you ,,0,0,1,0
everyday stranger,,0,0,1,0
my maria ,,0,0,1,0
death song,,0,0,1,0
virgen de la nieve - 14-string guitar solo,,0,0,1,0
frankie & sue,,0,0,1,0
"baint that something""""",,0,0,1,0
"bive got vilking in me""""",,0,0,1,0
2stepn,,0,0,1,0
warung beach,,0,0,1,0
you can do better than me ,,0,0,1,0
better days ,,0,0,1,0
got to tell the people,,0,0,1,0
rotate,,0,0,1,0
d\xc3\xa9sol\xc3\xa9 pour la poussi\xc3\xa8re,,0,0,1,0
here and beyond,,0,0,1,0
sound clash ,,0,0,1,0
"bamericas suitehearts""""",,0,0,1,0
boulevard st. germain,,0,0,1,0
only you,,0,0,1,0
let it bang,,0,0,1,0
40,,0,0,1,0
secret handshakes,,0,0,1,0
ba\xc3\xb1os de budapest ,,0,0,1,0
raggy road,,0,0,1,0
main title,,0,0,1,0
"byoull need somebody on your bond""""",,0,0,1,0
bautumns ablaze ,,0,0,1,0
trumpet blues and cantabile,,0,0,1,0
born to be together,,0,0,1,0
hopelessly,,0,0,1,0
creation,,0,0,1,0
"bdidnt know yet what id know when i was bleedin""""",,0,0,1,0
hip replacement,,0,0,1,0
here i am,,0,0,1,0
sugar blues,,0,0,1,0
who do you roll with?  ,,0,0,1,0
el chorro,,0,0,1,0
zornig!,,0,0,1,0
atrapados en la red,,0,0,1,0
v,,0,0,1,0
the lost name of god,,0,0,1,0
through with you,,0,0,1,0
deus ex machina,,0,0,1,0
your touch versus death,,0,0,1,0
true nature,,0,0,1,0
isle of inishmore - part 1 ,,0,0,1,0
inaudible melodies,,0,0,1,0
a veces vuelvo,,0,0,1,0
gamble calypso,,0,0,1,0
mambo bacan,,0,0,1,0
sugar bush,,0,0,1,0
what would you do?,,0,0,1,0
haughtiness and puerile dreams,,0,0,1,0
feriado,,0,0,1,0
mary had a little lam,,0,0,1,0
40 oz quartet part i,,0,0,1,0
xue hua chao,,0,0,1,0
kiss the sky,,0,0,1,0
"banythings better than feelin the blues""""",,0,0,1,0
tell your momma come,,0,0,1,0
"bi dont know""""",,0,0,1,0
fools like you,,0,0,1,0
only human,,0,0,1,0
three little birds,,0,0,1,0
adrift,,0,0,1,0
rescue and breakout,,0,0,1,0
ur sj\xc3\xa4lslig d\xc3\xb6d,,0,0,1,0
honey,,0,0,1,0
20 horas de nada,,0,0,1,0
the christmas song,,0,0,1,0
entonces,,0,0,1,0
heart trouble,,0,0,1,0
unemployed black astronaut,,0,0,1,0
soul,,0,0,1,0
6 yrs ,,0,0,1,0
true fuschnick,,0,0,1,0
sickness,,0,0,1,0
sleepy lad,,0,0,1,0
inertiatic esp,,0,0,1,0
exodus,,0,0,1,0
sea of green,,0,0,1,0
flight of the elephant,,0,0,1,0
storm,,0,0,1,0
canal de jonage,,0,0,1,0
ram\xc3\xa8ne moi,,0,0,1,0
a talk with dad,,0,0,1,0
"bcetait bien""""",,0,0,1,0
sarank\xc3\xa9gni,,0,0,1,0
whip fight,,0,0,1,0
"bill be yours""""",,0,0,1,0
prayer for the dying ,,0,0,1,0
marcel,,0,0,1,0
safety net ,,0,0,1,0
this side of paradise,,0,0,1,0
i changed my mind ,,0,0,1,0
byou cant hurry love ,,0,0,1,0
cancion de amor eterno,,0,0,1,0
no soy uno m\xc3\xa1s,,0,0,1,0
ernestine,,0,0,1,0
go and wash ,,0,0,1,0
"bcomin home""""",,0,0,1,0
pode me chamar,,0,0,1,0
