Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
bongzilla,witch weed (live),2007,6,0.115,0.905,9,-7.437,1,0.131,0.000188,0.209,0.189,0.193,83.979,0
johnny horton,the golden rocket,2013,6,0.694,0.762,4,-14.742,1,0.0399,0.595,0.000392,0.203,0.952,112.928,0
baby bash / grimm,changed my life,2003,1,0.917,0.734,11,-5.011,0,0.129,0.291,0.000982,0.292,0.742,89.478,0
carlos ponce,todo lo que soy,1999,1,0.673,0.73,5,-6.722,1,0.0287,0.25,1.35E-06,0.177,0.598,98.905,0
nas,i can,2002,12,0.837,0.885,6,-3.914,0,0.182,0.103,0,0.0666,0.694,95.313,1
michael buble,save the last dance for me,2005,2,0.745,0.45,4,-9.121,1,0.0354,0.288,0,0.0538,0.807,133.952,1
wolfmother,white feather,2009,1,0.572,0.886,9,-4.478,1,0.0534,0.000185,3.95E-05,0.245,0.702,111.606,0
eagles,last good time in town,2007,10,0.847,0.756,9,-6.623,0,0.0376,0.2,0.0327,0.124,0.965,115.278,0
phil vassar,six-pack summer,2000,2,0.725,0.733,0,-6.66,1,0.0242,0.508,0,0.173,0.843,100.311,1
the pineapple thief,boxing day,2006,1,0.455,0.409,7,-11.377,1,0.0277,0.446,6.88E-05,0.0966,0.118,160.223,0
anti-flag,death of a nation,2003,10,0.494,0.896,1,-14.511,1,0.0839,0.000559,0,0.387,0.496,94.263,0
jordin sparks,battlefield,2009,7,0.613,0.634,2,-3.472,1,0.0339,0.0178,0,0.0719,0.37,144.953,1
j. cole,who dat,2010,6,0.722,0.813,11,-5.524,0,0.306,0.165,0,0.0459,0.659,90.029,1
en vogue,love dont love you,1992,3,0.832,0.643,5,-6.754,0,0.0302,0.138,7.68E-05,0.246,0.779,107.964,1
andy griggs,shes more,1999,4,0.679,0.528,7,-7.901,1,0.0267,0.0754,0,0.12,0.274,99.035,1
brandy,almost doesnt count,1998,5,0.682,0.543,0,-7.063,0,0.0454,0.494,0,0.158,0.478,71.582,1
the outhere brothers,boom boom boom,1995,3,0.723,0.857,7,-9.989,1,0.241,0.0523,2.66E-05,0.149,0.642,129.87,1
jennifer lopez,play,2001,7,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,0
paul avgerinos,song without end,2001,5,0.198,0.189,9,-17.325,1,0.0354,0.965,0.764,0.0917,0.032,67.933,0
frost,la familia,1995,10,0.833,0.704,4,-7.107,1,0.181,0.0351,0.000309,0.123,0.647,101.407,1
george strait,"easy come, easy go",1993,1,0.822,0.374,2,-14.982,1,0.0329,0.607,0.00265,0.0608,0.758,106.659,1
andrew w.k.,can you dance with me?,2012,8,0.464,0.978,2,-1.474,1,0.0524,0.0166,0,0.33,0.721,80.959,0
snow patrol,shut your eyes,2006,1,0.692,0.738,1,-6.43,1,0.0283,0.149,0.00013,0.0836,0.841,124.992,0
blind blake,dry bone shuffle,2018,6,0.651,0.611,10,-11.96,1,0.0609,0.751,0.944,0.113,0.965,134.213,0
jan wayne,groovin,2003,9,0.78,0.941,2,-5.459,0,0.0944,0.0611,0.00511,0.0823,0.464,140.014,0
ice cube,why we thugs,2006,1,0.683,0.59,1,-5.423,1,0.458,0.326,0,0.148,0.653,100.892,1
glee cast,me against the music,2010,11,0.829,0.909,11,-5.836,0,0.0686,0.0878,0,0.193,0.791,120.011,1
trey songz,i need a girl,2009,8,0.602,0.785,7,-6.129,1,0.0578,0.245,0,0.19,0.565,84.038,1
rise against,intro/chamber the cartridge,2006,1,0.259,0.994,8,-3.96,1,0.39,0.000359,4.58E-05,0.695,0.175,164.458,0
naughty by nature,swing swang,2002,3,0.894,0.745,5,-3.485,0,0.0869,0.0923,0.000245,0.0756,0.935,93.958,0
winifred phillips,misty bog,2009,1,0.464,0.275,4,-11.786,1,0.0412,0.864,0.596,0.111,0.129,144.812,0
bottom of the hudson,one of us,2005,8,0.643,0.797,10,-7.599,0,0.033,0.283,0.00871,0.106,0.871,105.576,0
sugar ray,every morning,2005,6,0.829,0.674,8,-4.493,1,0.0362,0.0838,0.00174,0.102,0.974,109.917,1
anti-flag,the gre(a)t depression,2009,6,0.248,0.952,11,-4.835,1,0.0815,0.00035,0,0.0977,0.372,145.978,0
four tet,plastic people,2010,1,0.678,0.737,10,-9.788,1,0.0568,0.298,0.896,0.231,0.408,123.995,0
galactic,squarebiz,2007,8,0.738,0.731,9,-4.129,1,0.214,0.0503,0,0.0457,0.864,91.807,0
los chunguitos,por la calle abajo,2009,2,0.679,0.812,5,-5.579,1,0.0395,0.266,0,0.117,0.882,77.114,0
sade,morning bird,2010,2,0.359,0.126,7,-17.325,0,0.0405,0.678,0.000483,0.143,0.0636,175.466,0
babylon disco,multiplayer,2007,2,0.627,0.544,11,-17.444,0,0.0525,0.0605,0.189,0.113,0.756,89.976,0
deep forest,sweet lullaby,2017,11,0.566,0.531,11,-16.375,0,0.0413,0.427,0.0196,0.13,0.548,175.965,1
the sonics,near my soul,2008,12,0.361,0.626,5,-9.377,0,0.062,0.279,2.91E-06,0.093,0.61,175.287,0
jaheim,aint leavin without you,2010,2,0.741,0.754,10,-5.899,0,0.247,0.151,0,0.265,0.819,98.929,1
johnny horton,got the bull by the horns,2013,6,0.724,0.575,9,-13.687,1,0.0415,0.529,0,0.123,0.957,83,0
gal costa,wave,2014,4,0.552,0.3,7,-22.043,1,0.0392,0.859,0.878,0.103,0.902,144.862,0
the exciters,reaching for the best,2007,6,0.733,0.724,0,-8.032,1,0.0302,0.0178,0,0.383,0.85,137.431,0
kill the client,dog tagged,2008,1,0.157,0.998,7,-2.671,1,0.223,1.59E-06,0.949,0.187,0.0395,133.92,0
madonna,hung up,2005,11,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,1
izzy stradlin and the ju ju hounds,train tracks,1992,1,0.332,0.941,7,-7.6,1,0.092,0.00845,0.585,0.351,0.623,150.104,0
steve riley & the mamou playboys,between eunice & opelousas,2008,1,0.729,0.995,0,-4.632,1,0.0404,0.373,0.813,0.198,0.983,112.733,0
bill perry,man  on the side,2004,8,0.282,0.652,9,-6.353,0,0.0299,0.119,0.373,0.35,0.432,109.106,0
lady antebellum,ready to love again,2010,1,0.555,0.638,4,-5.012,1,0.027,0.313,0,0.122,0.185,102.676,1
tim mcgraw,nothin to die for,2016,10,0.487,0.821,10,-4.301,1,0.0283,0.0719,0,0.06,0.409,153.259,1
deborah coleman,nobody to blame,2015,9,0.564,0.797,9,-4.853,0,0.0285,0.0826,0.00212,0.715,0.379,140.449,0
bow wow wow,c30 c60 c90 go,1993,9,0.641,0.692,10,-8.46,0,0.0562,0.178,0.418,0.0535,0.583,115.048,0
glee cast featuring jonathan groff,total eclipse of the heart,2010,5,0.513,0.662,8,-6.058,1,0.0293,0.195,0,0.101,0.261,134.128,1
eliane elias,the beat of my heart,2000,1,0.617,0.127,10,-22.434,0,0.0778,0.868,0.616,0.103,0.696,82.948,0
statues,the last stand,2007,1,0.327,0.962,9,-5.411,1,0.0801,0.000495,6.66E-06,0.191,0.701,182.71,0
alan jackson,where were you (when the world stopped turning),2010,11,0.623,0.387,0,-9.537,1,0.0316,0.549,0,0.0764,0.189,115.362,1
sofia karlsson,i denna ljuva sommartid,2002,2,0.372,0.0999,0,-13.856,1,0.0398,0.94,1.53E-05,0.133,0.297,111.564,0
kid cudi,day n nite,2009,1,0.878,0.446,11,-6.362,0,0.0635,0.503,6.32E-06,0.117,0.805,138.035,1
jonas brothers,bb good,2008,8,0.656,0.901,4,-5.213,1,0.0398,0.0294,0.000139,0.0546,0.891,135.009,1
blue october,my never,2009,1,0.446,0.296,4,-10.999,1,0.0417,0.604,4.07E-05,0.114,0.0558,105.874,0
rita chiarelli,doggin around,2011,4,0.395,0.336,5,-8.031,1,0.0422,0.804,0.000715,0.243,0.36,178.993,0
rise against,1000 good intentions,2005,8,0.483,0.888,9,-4.925,1,0.124,0.000451,0.151,0.193,0.272,77.8,0
stars like fleas,you are my memoir,2008,6,0.563,0.738,5,-6.986,1,0.0265,0.316,0.111,0.35,0.528,103.965,0
julie roberts,break down here,2004,1,0.641,0.485,1,-8.127,1,0.0328,0.142,0,0.0997,0.229,126.103,1
maxi priest,just a little bit longer,2008,1,0.685,0.678,9,-7.197,0,0.0621,0.00998,0,0.0339,0.875,173.219,1
vilma palma e vampiros,bye bye,2003,7,0.634,0.84,6,-5.933,1,0.0351,0.00168,0.0237,0.207,0.393,97.998,0
city high,what would you do?,2001,1,0.732,0.793,7,-7.053,1,0.24,0.278,0,0.418,0.821,95.918,0
atomship,whitfield,2004,1,0.537,0.9,10,-5.292,1,0.0625,0.000384,0.0283,0.119,0.364,135.817,0
bob carlisle,man of no reputation,1994,1,0.649,0.404,7,-15.067,1,0.0408,0.523,2.42E-05,0.0764,0.362,155.442,0
gym class heroes,clothes off!!,2006,7,0.761,0.69,11,-5.56,1,0.11,0.0225,0,0.34,0.742,114.987,1
zapp & roger,mega medley,1993,9,0.732,0.788,6,-7.09,1,0.15,0.197,9.09E-05,0.39,0.765,111.738,1
snoop dogg,lets get blown,2004,1,0.927,0.61,9,-4.738,0,0.207,0.399,0.0209,0.267,0.675,105.943,1
tha liks,40 oz quartet part i,2001,5,0.699,0.684,5,-6.605,0,0.637,0.275,0,0.946,0.812,80.015,0
brad paisley,then,2009,6,0.493,0.643,0,-5.19,1,0.0299,0.512,2.42E-05,0.209,0.3,144.717,1
goo goo dolls,better days,2007,11,0.486,0.592,7,-5.176,1,0.0298,0.00174,0.00114,0.0935,0.329,113.228,1
dead prez,assassination,2000,2,0.522,0.609,3,-7.151,0,0.368,0.134,0,0.166,0.775,177.262,0
pennywise,6th avenue nightmare,2005,8,0.344,0.954,9,-4.856,1,0.146,9.91E-05,1.79E-06,0.303,0.6,101.365,0
arthur tracy,red sails in the sunset,2010,10,0.267,0.19,7,-15.146,1,0.0355,0.994,0.0268,0.186,0.27,170.86,0
simple plan,shut up,2004,10,0.507,0.959,1,-4.763,1,0.118,0.00104,0,0.147,0.436,165.136,1
michael bolton,when a man loves a woman,1991,4,0.476,0.363,1,-10.706,1,0.0296,0.2,0,0.055,0.243,164.555,1
cliff edwards/disney studio chorus,when you wish upon a star,1992,1,0.257,0.293,9,-13.539,1,0.0391,0.957,0.0249,0.371,0.0818,87.645,0
stress assassin,eu a4,2010,7,0.201,0.51,7,-11.163,1,0.0381,0.546,0.798,0.144,0.0387,121.852,0
naughty by nature,o.p.p.,1991,9,0.848,0.838,4,-11.949,0,0.0723,0.0326,4.63E-06,0.124,0.774,97.735,1
horace andy,musical episode,2018,9,0.742,0.718,10,-10.029,0,0.0894,0.0964,0.0119,0.0358,0.964,76.843,0
lifehouse,spin,2002,1,0.467,0.897,1,-3.495,1,0.0601,0.000462,0.00022,0.0549,0.339,134.759,1
gwen stefani,cool,2004,1,0.707,0.726,2,-3.515,1,0.0279,0.0315,0.000221,0.359,0.809,112.026,1
carl smith,loose talk,2015,1,0.743,0.455,2,-10.84,1,0.0369,0.727,0,0.26,0.964,113.381,0
jodeci,im still waiting,1991,5,0.695,0.593,0,-13.593,0,0.0383,0.0937,0,0.0701,0.77,127.01,1
george strait,the seashores of old mexico,2005,1,0.496,0.579,6,-7.429,0,0.0336,0.164,0.000679,0.335,0.499,156.953,1
camp lo,sparkle,1997,1,0.797,0.59,8,-8.38,0,0.344,0.043,0,0.0956,0.555,93.912,0
tito puente,mambo tipico,2010,2,0.552,0.927,7,-4.268,1,0.0342,0.835,0.727,0.109,0.805,146.285,0
erykah badu,on & on,1997,1,0.765,0.403,11,-10.946,0,0.167,0.061,0.00559,0.204,0.295,80.386,1
general larry platt,pants on the ground,2010,2,0.836,0.768,6,-5.47,0,0.0969,0.0295,0,0.513,0.613,95.025,1
akon,over the edge,2008,1,0.526,0.648,5,-5.747,0,0.0366,0.0386,0,0.234,0.299,128.007,0
jagged edge,lets get married,2000,1,0.761,0.627,1,-5.554,1,0.0538,0.175,0,0.128,0.891,109.821,1
becky baeling,if you love me,2003,1,0.618,0.779,7,-4.356,1,0.0522,0.0319,0,0.178,0.628,130.023,0
sarah mclachlan,sweet surrender,1997,8,0.627,0.467,9,-9.81,1,0.0321,0.00286,0,0.11,0.61,113.01,1
ann hampton callaway,for all we know,2005,6,0.377,0.113,3,-15.279,1,0.0369,0.969,0.000386,0.105,0.201,173.002,0
martina mcbride,whatever you say,2012,10,0.456,0.649,8,-6.157,1,0.0265,0.0323,4.02E-06,0.0461,0.0763,152.957,1
erick sermon,erick sermon,1993,10,0.732,0.635,1,-9.188,1,0.349,0.0419,0,0.519,0.564,97.569,0
hey colossus,the book of disquiet,2007,4,0.17,0.311,9,-10.238,0,0.0338,0.308,0.867,0.279,0.0632,72.472,0
digital mystikz,molten,2006,10,0.659,0.473,1,-6.52,1,0.0455,0.000888,0.849,0.357,0.0767,142.992,0
harry gregson-williams,the ball,2004,12,0.313,0.401,8,-8.821,1,0.0349,0.021,0.0503,0.383,0.628,151.156,0
nofx,stickin in my eye,1992,12,0.299,0.97,9,-7.494,1,0.0799,0.0011,0.00752,0.0994,0.232,153.528,0
link,whatcha gone do?,2016,4,0.765,0.613,11,-7.935,1,0.0319,0.171,2.19E-05,0.163,0.937,93.811,1
fergie,fergalicious,2006,1,0.904,0.598,8,-7.651,0,0.337,0.0568,0,0.111,0.785,129.055,1
helmet,tic,1994,1,0.4,0.76,7,-10.025,1,0.0741,0.00118,0.103,0.0805,0.383,143.506,0
breaking benjamin,so cold,2011,1,0.485,0.776,0,-5.472,0,0.0525,0.00225,0.000102,0.124,0.26,153.055,1
shane minor,slave to the habit,1999,1,0.719,0.844,7,-3.745,1,0.0302,0.0465,0,0.235,0.922,116.247,1
dru down,can you feel me,1996,8,0.804,0.731,6,-7.36,0,0.225,0.00379,0,0.084,0.451,89.139,1
the heights,how do you talk to an angel,1992,1,0.404,0.51,9,-11.353,1,0.0321,0.281,6.32E-06,0.0789,0.526,80.643,1
bongzilla,champagne & reefer,2005,9,0.28,0.819,4,-4.095,1,0.0391,0.00154,0.828,0.112,0.734,97.085,0
sophie b. hawkins,did we not choose each other,1994,7,0.649,0.575,11,-8.839,1,0.0316,0.636,0,0.253,0.752,146.741,0
mae west,imaginary love,2011,7,0.409,0.119,7,-13.088,1,0.0433,0.991,0.133,0.12,0.311,80.768,0
glee cast,endless love,2009,12,0.239,0.471,10,-7.593,1,0.0306,0.763,3.31E-05,0.106,0.151,86.812,1
busdriver,beauty supply and demand,2004,4,0.684,0.916,1,-9.142,1,0.0632,0.215,6.58E-06,0.198,0.62,121.374,0
chingy,balla baby,2004,1,0.928,0.643,11,-5.48,0,0.0759,0.0527,0,0.0988,0.895,93.006,1
trace adkins,songs about me,2005,1,0.582,0.901,0,-3.044,1,0.0571,0.00545,0,0.117,0.391,117.943,1
hannah montana,pumpin up the party,2006,1,0.662,0.828,2,-5.083,1,0.0741,0.0129,2.75E-05,0.407,0.476,123.986,1
daughters,jones from indiana,2003,8,0.239,0.994,8,-4.503,0,0.278,1.77E-05,0.0533,0.367,0.0417,87.497,0
das efx,they want efx,1992,4,0.755,0.459,5,-12.84,0,0.358,0.115,0,0.0851,0.597,98.454,1
harry gregson-williams,sanchez family,2004,1,0.335,0.269,8,-16.433,1,0.128,0.473,0.869,0.113,0.0356,159.997,0
redman,i got a seecret,1998,1,0.633,0.82,1,-8.281,1,0.378,0.00686,0,0.124,0.21,113.282,0
christina aguilera,walk away,2002,7,0.432,0.421,4,-6.053,0,0.102,0.523,1.80E-06,0.608,0.116,152.358,0
mariah carey,clown,2002,1,0.698,0.417,7,-9.355,1,0.0587,0.651,0,0.383,0.617,119.936,0
brian littrell,wish,2006,5,0.391,0.507,7,-5.954,1,0.0297,0.33,0,0.123,0.273,98.574,0
ll cool j,mama said knock you out,1990,8,0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,1
the clark family experience,meanwhile back at the ranch,2015,1,0.625,0.574,7,-12.122,1,0.0256,0.213,1.36E-05,0.451,0.696,94.743,1
sugar minott,make it with you,2017,6,0.557,0.829,0,-3.683,1,0.0679,0.234,0,0.11,0.853,148.082,0
saving abel,addicted,2008,1,0.512,0.865,7,-4.146,1,0.0338,0.000821,0,0.0982,0.529,138.017,1
all time low,shameless,2007,9,0.319,0.936,2,-2.522,1,0.0489,0.00178,0,0.0852,0.587,182.993,0
coldplay,speed of sound,2005,6,0.523,0.898,11,-6.765,0,0.0567,0.00491,0.0345,0.0746,0.355,123.085,1
quad city djs,"space jam (from space jam"")""",1996,11,0.798,0.952,11,-4.78,0,0.0401,0.064,0.000513,0.287,0.843,132.031,1
epmd,mr. bozack,1990,12,0.536,0.651,6,-11.613,1,0.281,0.0332,0.000114,0.254,0.562,85.646,0
linkin park,bleed it out,2007,5,0.529,0.967,1,-3.647,0,0.0508,0.114,0,0.61,0.596,140.127,1
ll cool j,6 minutes of pleasure,1990,8,0.596,0.671,10,-10.859,0,0.15,0.0148,0.221,0.109,0.89,200.121,1
f.l.y. (fast life yungstaz),swag surfin,2009,1,0.734,0.921,11,-5.663,0,0.0436,0.0144,0,0.0998,0.678,144.013,1
dinosaur jr,on the brink,1994,8,0.242,0.888,7,-7.214,0,0.0663,0.00286,0.00516,0.197,0.612,109.807,0
the mars volta,eriatarka,2003,1,0.184,0.956,6,-2.552,0,0.222,0.0262,0.00223,0.54,0.277,158.562,0
ruben studdard,sorry 2004,2003,8,0.721,0.472,9,-7.574,1,0.0619,0.076,0,0.332,0.462,129.964,1
soul ballet,tuscan chica,2007,9,0.808,0.534,9,-7.047,0,0.0722,0.00872,0.807,0.0889,0.684,100.99,0
ray lamontagne,you are the best thing,2008,10,0.579,0.727,10,-4.872,1,0.0332,0.0304,1.99E-05,0.172,0.885,170.593,1
toby keith,whiskey girl,2008,1,0.645,0.876,6,-3.665,1,0.0527,0.0154,0,0.215,0.544,123.059,1
charlie peacock,after lovin you (love life album version),1991,1,0.642,0.836,5,-8.504,0,0.0508,0.161,0.00552,0.879,0.786,100.919,0
martina mcbride,make me believe,1999,2,0.494,0.737,6,-6.109,1,0.0311,0.0313,0,0.0657,0.378,159.583,0
benabar,le zoo de vincennes,2003,5,0.602,0.462,4,-11.364,0,0.0633,0.701,1.22E-05,0.096,0.449,131.784,0
mat kearney,never be ready,2009,5,0.516,0.674,11,-6.866,1,0.0338,0.11,0,0.136,0.391,152.016,0
sugarland,all i want to do,2008,1,0.705,0.71,9,-4.894,1,0.0675,0.245,1.69E-05,0.154,0.735,97.031,1
goo goo dolls,broadway,2007,11,0.504,0.901,11,-3.776,1,0.0491,0.000807,0,0.0839,0.755,132.729,1
david cook,i did it for you,2008,11,0.342,0.827,9,-3.821,1,0.0369,0.00623,0,0.0783,0.413,175.655,0
taylor hicks,takin it to the streets,2006,6,0.624,0.832,0,-6.78,1,0.0572,0.143,0,0.0799,0.783,145.071,1
american hi-fi,flavor of the weak,2001,1,0.389,0.959,10,-1.886,1,0.0745,0.000406,1.09E-05,0.335,0.597,151.334,1
loudon wainwright iii,rowena,2018,9,0.504,0.0787,0,-19.687,1,0.0384,0.905,5.89E-05,0.134,0.15,69.255,0
noisettes,bridge to canada,2007,1,0.473,0.95,2,-2.192,0,0.166,0.0213,4.62E-05,0.0742,0.465,119.766,0
backstreet boys,shape of my heart,2000,11,0.575,0.786,9,-4.353,1,0.0296,0.252,0,0.159,0.518,96.102,1
eric burdon,feeling blue,2006,1,0.723,0.668,9,-5.632,0,0.032,0.173,0.000851,0.132,0.664,97.361,0
pennywise,lies,2018,4,0.385,0.988,11,-4.11,0,0.0845,0.00029,0.0116,0.364,0.615,180.18,0
new order,jetstream - arthur baker remix,2005,6,0.808,0.698,0,-6.396,1,0.0326,0.271,0.000192,0.123,0.529,122.522,0
kenny chesney,dont blink,2007,9,0.604,0.605,4,-8.516,1,0.0352,0.115,1.22E-05,0.305,0.647,147.925,1
dave weckl,just an illusion,1994,1,0.613,0.825,0,-12.064,1,0.0336,0.11,0.245,0.101,0.932,93.5,0
sean paul,get busy,2002,11,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,1
josh groban,lullaby [with ladysmith black mambazo] (album version),2006,10,0.226,0.143,1,-15.262,1,0.0352,0.891,1.39E-06,0.15,0.252,87.981,0
t.i.,why you wanna,2006,3,0.802,0.772,1,-4.893,0,0.192,0.358,0,0.0603,0.654,96.046,1
john wesley,cuttin the tree,2013,12,0.61,0.556,7,-11.527,1,0.0725,0.185,0,0.964,0.55,87.742,0
dons,american lovebite,2006,8,0.543,0.852,4,-7.163,1,0.0316,0.0446,0,0.13,0.574,132.124,0
2 minutos,vos no confiaste,2007,12,0.414,0.978,7,-3.63,1,0.0815,0.000417,0,0.128,0.615,115.804,0
the rapture,the devil,2006,1,0.638,0.777,1,-6.372,1,0.0283,2.78E-06,0.102,0.176,0.437,119.853,0
maximilian hecker,sleepy lad,2010,11,0.48,0.357,7,-13.146,1,0.0274,0.911,0.869,0.0654,0.301,76.981,0
bon jovi,i love this town,2007,1,0.471,0.868,2,-4.564,1,0.0476,5.10E-05,1.08E-05,0.426,0.768,134.008,0
k-os,aquacityboy,2006,1,0.43,0.914,10,-3.81,1,0.239,0.0181,0,0.244,0.741,93.037,0
lee ann womack,why they call it falling,2004,1,0.541,0.336,4,-8.122,1,0.0298,0.491,0,0.0936,0.208,128.675,1
janet jackson,hold on baby,1993,5,0,0.578,9,-35.078,0,0,0.0591,0.967,0.5,0,0,0
elvin bishop,party til the cows come home,2013,12,0.487,0.813,5,-6.463,0,0.084,0.0444,0.000925,0.118,0.82,184.347,0
jason aldean,why,2005,7,0.568,0.695,9,-3.828,1,0.0294,0.0688,0,0.15,0.218,135.926,1
meredith brooks,what would happen,1997,1,0.709,0.444,6,-9.291,0,0.0296,0.616,0.00597,0.0382,0.622,100.299,1
jade,dont walk away,1992,11,0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.881,102.979,1
miranda lambert,the house that built me,2009,9,0.515,0.3,5,-8.005,1,0.0289,0.575,8.46E-06,0.115,0.206,81.12,1
justin bieber,one less lonely girl,2009,1,0.577,0.779,4,-4.404,1,0.221,0.151,0,0.471,0.716,86.985,1
amil,get down,2000,9,0.687,0.728,7,-7.125,1,0.0616,0.0026,0.000143,0.186,0.509,90.898,0
robin thicke,lost without u,2006,1,0.664,0.351,0,-12.136,1,0.118,0.226,2.38E-06,0.106,0.816,113.204,1
backstreet boys,drowning,2001,10,0.568,0.782,6,-5.968,1,0.0396,0.0799,0,0.0985,0.481,141.942,1
nick cave & the bad seeds,rock of gibraltar,2003,2,0.237,0.645,7,-7.97,1,0.0365,0.023,0.000152,0.178,0.53,167.066,0
electronic pig,electro nicpig,2005,6,0.719,0.72,5,-7.072,1,0.112,0.00157,0.507,0.0919,0.625,138.029,0
kenny rogers,reuben james,1993,1,0.502,0.735,4,-12.342,1,0.155,0.0939,0,0.266,0.891,203.162,0
the ataris,whatever lies will help you rest,2007,2,0.313,0.92,7,-4.941,1,0.0662,0.00488,4.39E-05,0.406,0.279,152.237,0
chimaira,the flame,2007,3,0.471,0.971,7,-5.253,1,0.143,0.000308,5.21E-05,0.437,0.116,150.055,0
rick astley,the bottom line,1991,3,0.502,0.487,0,-15.474,1,0.0508,0.464,0.000159,0.0911,0.711,174.637,0
the wallflowers,sleepwalker,2000,1,0.542,0.889,4,-5.099,0,0.0277,0.000797,0,0.118,0.702,128.852,1
janet jackson,just a little while,2004,1,0.771,0.779,0,-3.571,1,0.0629,0.056,3.36E-05,0.0831,0.972,135.1,1
lost boyz,certain things we do,1997,1,0.693,0.548,9,-11.17,1,0.2,0.0112,0,0.0748,0.74,90.244,0
bryan adams,the only thing that looks good on me is you,2017,11,0.665,0.927,7,-4.65,1,0.0355,0.0241,0,0.111,0.95,122.864,1
the fray,she is,2005,9,0.495,0.824,7,-3.474,0,0.0357,0.0058,0,0.219,0.469,138.988,0
helen love,rollercoasting,1995,2,0.666,0.529,3,-12.079,0,0.0298,0.104,1.34E-06,0.0684,0.819,99.69,0
otis taylor,talking about it blues,2009,1,0.473,0.819,4,-11.178,1,0.0342,0.702,0.948,0.139,0.679,148.185,0
kaija koo,viimeiset hitaat,2010,5,0.535,0.267,0,-12.239,1,0.032,0.695,0,0.0698,0.343,115.227,0
easy star all-stars,with a little dub from my friends (feat. luciano and u roy),2009,4,0.63,0.605,6,-8.386,0,0.0473,0.167,0,0.355,0.55,91.805,0
lost boyz,get your hustle on,1997,1,0.707,0.569,6,-10.09,1,0.171,0.021,1.95E-06,0.0688,0.629,93.137,0
dave hollister,i know i can,2008,8,0.595,0.759,5,-6.925,1,0.166,0.199,6.75E-06,0.295,0.725,89.574,0
jaime urrutia,azzurro,2005,9,0.7,0.875,5,-5.979,0,0.0441,0.00953,0,0.3,0.707,120.157,0
will ackerman,a movie of a placid lake on a moonless night in september,1992,5,0.287,0.144,1,-17.977,0,0.0302,0.913,0.769,0.104,0.0379,91.451,0
duran duran,electric barbarella,1998,11,0.51,0.903,0,-6.811,1,0.045,7.37E-05,0.0358,0.34,0.559,129.092,1
belle and sebastian,i could be dreaming,1996,1,0.261,0.707,1,-9.291,1,0.0332,0.00293,1.13E-05,0.189,0.574,156.892,0
2pac,i get around,1993,2,0.849,0.422,10,-13.95,0,0.122,0.157,1.19E-05,0.255,0.624,96.216,1
saosin,bury your head,2006,1,0.319,0.926,6,-3.865,0,0.0487,0.000121,0.000978,0.338,0.359,166.051,0
tyrese,how you gonna act like that,2002,12,0.733,0.521,3,-3.657,0,0.0457,0.107,0,0.0692,0.525,112.913,1
the presets,truth and lies,2005,1,0.599,0.946,7,-6.17,1,0.0423,0.00123,0.779,0.358,0.313,118.994,0
unearth,crow killer,2008,9,0.154,0.942,7,-5.09,1,0.103,8.44E-06,0.0832,0.0738,0.477,177.706,0
hotwire,not today,2003,5,0.377,0.982,9,-4.427,1,0.245,4.51E-05,0.00356,0.111,0.309,142.147,0
chris rea,josephine (french edit),2007,11,0.724,0.489,3,-12.253,0,0.0311,0.018,0.108,0.101,0.786,110.069,0
naughty by nature,written on ya kitten,1993,2,0.887,0.576,7,-15.075,1,0.348,0.0154,0,0.263,0.555,93.707,1
glenn frey,ive got mine,1992,1,0.659,0.741,9,-9.582,0,0.0252,0.0105,0.11,0.0506,0.906,116.036,1
elvenking,pathfinders,2004,4,0.255,0.97,2,-3.8,1,0.182,0.000254,0.00107,0.128,0.41,149.794,0
auf der maur,taste you,2004,1,0.58,0.582,4,-6.333,0,0.0475,0.63,0.188,0.0887,0.447,124.907,0
babylon disco,error,2007,2,0.257,0.797,10,-11.055,0,0.11,0.000142,0.893,0.527,0.0649,179.966,0
athenaeum,what i didnt know,1998,4,0.539,0.93,11,-6.035,1,0.0624,0.0138,0,0.0673,0.584,127.454,1
patrick bruel,au bout de la marelle,1999,4,0.658,0.667,7,-8.083,1,0.0355,0.0698,3.04E-06,0.0725,0.591,105.999,0
kane,rain down on me,2003,9,0.463,0.879,5,-3.456,0,0.0602,0.00116,1.14E-05,0.11,0.334,132.884,0
garbage,only happy when it rains,2007,1,0.472,0.875,8,-3.508,0,0.0406,6.42E-05,0.000634,0.123,0.485,121.467,1
kelly rowland,cant nobody,2002,10,0.797,0.791,6,-6.134,1,0.177,0.0311,0.0239,0.139,0.964,97.373,1
