Title,ArtistName,Ranks,Weeks,isNew,Target
marvin gaye,charlie puth ,87,1,1,1
flashlight,jessie j,88,5,0,1
beautiful now,zedd ,89,2,0,1
this could be us,rae sremmurd,90,2,0,1
hood go crazy,tech n9ne ,91,3,0,1
lose my mind,brett eldredge,92,2,0,1
sparks,hilary duff,93,1,1,1
believe,mumford ,94,15,0,1
coffee,miguel,95,2,0,1
i don't get tired ,kevin gates ,96,9,0,1
tear in my heart,twenty one pilots,97,3,0,1
flicka da wrist,chedda da connect,98,4,0,1
nasty,bandit gang marco ,99,9,0,1
good thing,sage the gemini ,100,1,1,1
hello,adele,1,2,0,1
hotline bling,drake,2,14,0,1
the hills,the weeknd,3,24,0,1
sorry,justin bieber,4,2,0,1
what do you mean?,justin bieber,5,10,0,1
stitches,shawn mendes,6,24,0,1
focus,ariana grande,7,1,1,1
wildest dreams,taylor swift,8,11,0,1
679,fetty wap ,9,19,0,1
like i'm gonna lose you,meghan trainor ,10,18,0,1
locked away,r. city ,11,16,0,1
ex's & oh's,elle king,12,18,0,1
here,alessia cara,13,14,0,1
can't feel my face,the weeknd,14,22,0,1
watch me,silento,15,37,0,1
jumpman,drake ,16,7,0,1
same old love,selena gomez,17,8,0,1
on my mind,ellie goulding,18,7,0,1
lean on,major lazer ,19,31,0,1
renegades,x ambassadors,20,30,0,1
downtown,macklemore ,21,11,0,1
hit the quan,ilovememphis,22,12,0,1
tennessee whiskey,chris stapleton,23,1,1,1
trap queen,fetty wap,24,42,0,1
good for you,selena gomez ,25,20,0,1
drag me down,one direction,26,14,0,1
antidote,travis scott,27,9,0,1
die a happy man,thomas rhett,28,7,0,1
how deep is your love,calvin harris ,29,16,0,1
where ya at,future ,30,16,0,1
cheerleader,omi,31,29,0,1
confident,demi lovato,32,5,0,1
photograph,ed sheeran,33,26,0,1
see you again,wiz khalifa ,34,35,0,1
my way,fetty wap ,35,18,0,1
white iverson,post malone,36,9,0,1
uptown funk!,mark ronson ,37,52,0,1
shut up and dance,walk the moon,38,52,0,1
again,fetty wap,39,13,0,1
fight song,rachel platten,40,30,0,1
thinking out loud,ed sheeran,41,57,0,1
break up in a small town,sam hunt,42,5,0,1
strip it down,luke bryan,43,14,0,1
perfect,one direction,44,3,0,1
thriller,michael jackson,45,17,0,1
where are u now,skrillex ,46,36,0,1
i'm comin' over,chris young,47,19,0,1
break up with him,old dominion,48,18,0,1
smoke break,carrie underwood,49,11,0,1
want to want me,jason derulo,50,35,0,1
i'll show you,justin bieber,51,1,1,1
back to back,drake,52,14,0,1
don't,bryson tiller,53,6,0,1
back up,dej loaf ,54,5,0,1
burning house,cam,55,17,0,1
no role modelz,j. cole,56,12,0,1
all eyes on you,meek mill ,57,20,0,1
come get her,rae sremmurd,58,8,0,1
lay it all on me,rudimental ,59,5,0,1
love myself,hailee steinfeld,60,13,0,1
let me see ya girl,cole swindell,61,14,0,1
nothin' like you,dan + shay,62,13,0,1
gonna,blake shelton,63,8,0,1
say it,tory lanez,64,3,0,1
anything goes,florida georgia line,65,17,0,1
blase,ty dolla $ign ,66,8,0,1
liquor,chris brown,67,10,0,1
roses,the chainsmokers ,68,3,0,1
the fix,nelly ,69,6,0,1
big rings,drake ,70,7,0,1
stressed out,twenty one pilots,71,7,0,1
cool for the summer,demi lovato,72,19,0,1
stay a little longer,brothers osborne,73,5,0,1
right hand,drake,74,8,0,1
save it for a rainy day,kenny chesney,75,16,0,1
hide away,daya,76,7,0,1
comfortable,k camp,77,14,0,1
i got the boy,jana kramer,78,4,0,1
gonna know we were here,jason aldean,79,4,0,1
diamonds dancing,drake ,80,7,0,1
rgf island,fetty wap,81,7,0,1
top of the world,tim mcgraw,82,4,0,1
me  myself & i,g-eazy x bebe rexha,83,1,1,1
levels,nick jonas,84,11,0,1
cake by the ocean,dnce,85,3,0,1
exchange,bryson tiller,86,2,0,1
hold my hand,jess glynne,87,5,0,1
i love this life,locash,88,2,0,1
$ave dat money,lil dicky ,89,5,0,1
dibs,kelsea ballerini,90,2,0,1
ginza,j balvin,91,9,0,1
new americana,halsey,92,9,0,1
play no games,big sean ,93,2,0,1
scholarships,drake ,94,7,0,1
beautiful drug,zac brown band,95,1,1,1
already callin' you mine,parmalee,96,1,1,1
jugg,fetty wap ,97,5,0,1
emperor's new clothes,panic! at the disco,98,2,0,1
digital dash,drake ,99,7,0,1
we went,randy houser,100,1,1,1
perfect,ed sheeran,1,15,0,1
rockstar,post malone ,2,12,0,1
havana,camila cabello ,3,17,0,1
gucci gang,lil pump,4,13,0,1
thunder,imagine dragons,5,32,0,1
too good at goodbyes,sam smith,6,13,0,1
no limit,g-eazy ,7,13,0,1
bad at love,halsey,8,14,0,1
bodak yellow ,cardi b,9,23,0,1
what lovers do,maroon 5 ,10,15,0,1
all i want for christmas is you,mariah carey,11,21,0,1
feel it still,portugal. the man,12,25,0,1
gummo,6ix9ine,13,4,0,1
i get the bag,gucci mane ,14,16,0,1
motorsport,migos  nicki minaj ,15,6,0,1
sorry not sorry,demi lovato,16,22,0,1
new rules,dua lipa,17,19,0,1
mi gente,j balvin ,18,23,0,1
1-800-273-8255,logic ,19,32,0,1
wolves,selena gomez x marshmello,20,7,0,1
him & i,g-eazy ,21,1,1,1
let you down,nf,22,8,0,1
i fall apart,post malone,23,11,0,1
bank account,21 savage,24,22,0,1
shape of you,ed sheeran,25,48,0,1
how long,charlie puth,26,9,0,1
love.,kendrick lamar ,27,24,0,1
young dumb & broke,khalid,28,21,0,1
the way life goes,lil uzi vert ,29,15,0,1
believer,imagine dragons,30,44,0,1
meant to be,bebe rexha ,31,7,0,1
despacito,luis fonsi ,32,47,0,1
silence,marshmello ,33,17,0,1
unforgettable,french montana ,34,35,0,1
sky walker,miguel ,35,11,0,1
attention,charlie puth,36,33,0,1
rockin' around the christmas tree,brenda lee,37,19,0,1
the weekend,sza,38,19,0,1
end game,taylor swift ,39,3,0,1
that's what i like,bruno mars,40,47,0,1
plain jane,a$ap ferg ,41,11,0,1
the christmas song ,nat king cole,42,9,0,1
...ready for it?,taylor swift,43,14,0,1
ric flair drip,offset ,44,6,0,1
it's the most wonderful time of the year,andy williams,45,2,0,1
there's nothing holdin' me back,shawn mendes,46,33,0,1
a holly jolly christmas,burl ives,47,2,0,1
rubbin off the paint,ybn nahmir,48,5,0,1
congratulations,post malone ,49,50,0,1
humble.,kendrick lamar,50,36,0,1
what about us,p!nk,51,18,0,1
pills and automobiles,chris brown ,52,13,0,1
tell me you love me,demi lovato,53,2,0,1
greatest love story,lanco,54,14,0,1
let me go,hailee steinfeld ,55,11,0,1
roll in peace,kodak black ,56,16,0,1
light it up,luke bryan,57,15,0,1
codeine dreaming,kodak black ,58,2,0,1
candy paint,post malone,59,7,0,1
lemon,n*e*r*d ,60,5,0,1
kooda,6ix9ine,61,1,1,1
like i loved you,brett young,62,11,0,1
i'll name the dogs,blake shelton,63,13,0,1
good old days,macklemore ,64,7,0,1
when it rains it pours,luke combs,65,19,0,1
lights down low,max ,66,9,0,1
yours,russell dickerson,67,8,0,1
betrayed,lil xan,68,4,0,1
unforgettable,thomas rhett,69,19,0,1
round here buzz,eric church,70,11,0,1
mic drop,bts ,71,2,0,1
look what you made me do,taylor swift,72,16,0,1
pick it up,famous dex ,73,4,0,1
the race,tay-k,74,18,0,1
echame la culpa,luis fonsi ,75,3,0,1
wanted you,nav ,76,4,0,1
losing sleep,chris young,77,11,0,1
dusk till dawn,zayn ,78,13,0,1
love so soft,kelly clarkson,79,13,0,1
i could use a love song,maren morris,80,16,0,1
ghostface killers,21 savage  offset ,81,6,0,1
f**k love,xxxtentacion ,82,15,0,1
mayores,becky g ,83,7,0,1
you broke up with me,walker hayes,84,7,0,1
krippy kush,farruko  nicki minaj  bad bunny  21 savage ,85,2,0,1
when we,tank,86,3,0,1
jocelyn flores,xxxtentacion,87,15,0,1
written in the sand,old dominion,88,3,0,1
too much to ask,niall horan,89,7,0,1
broken halos,chris stapleton,90,5,0,1
all on me,devin dawson,91,3,0,1
transportin',kodak black,92,16,0,1
juice,yo gotti,93,1,1,1
ask me how i know,garth brooks,94,7,0,1
bella y sensual,romeo santos ,95,1,1,1
faking it,calvin harris ,96,3,0,1
marry me,thomas rhett,97,1,1,1
five more minutes,scotty mccreery,98,1,1,1
criminal,natti natasha x ozuna,99,1,1,1
sauce it up,lil uzi vert,100,15,0,1
in my feelings,drake,1,3,0,1
i like it,cardi b  bad bunny ,2,15,0,1
girls like you,maroon 5 ,3,8,0,1
nice for what,drake,4,15,0,1
boo'd up,ella mai,5,16,0,1
lucid dreams,juice wrld,6,10,0,1
better now,post malone,7,12,0,1
no tears left to cry,ariana grande,8,13,0,1
psycho,post malone ,9,21,0,1
god's plan,drake,10,26,0,1
god is a woman,ariana grande,11,1,1,1
delicate,taylor swift,12,19,0,1
taste,tyga ,13,8,0,1
the middle,zedd  maren morris ,14,25,0,1
sad!,xxxtentacion,15,20,0,1
yes indeed,lil baby ,16,10,0,1
meant to be,bebe rexha ,17,39,0,1
friends,marshmello ,18,23,0,1
perfect,ed sheeran,19,47,0,1
nonstop,drake,20,3,0,1
love lies,khalid ,21,22,0,1
mine,bazzi,22,26,0,1
in my blood,shawn mendes,23,18,0,1
i'm upset,drake,24,8,0,1
tequila,dan + shay,25,19,0,1
one kiss,calvin harris ,26,15,0,1
back to you,selena gomez,27,10,0,1
apes**t,the carters,28,5,0,1
i like me better,lauv,29,23,0,1
never be the same,camila cabello,30,31,0,1
get along,kenny chesney,31,15,0,1
youngblood,5 seconds of summer,32,7,0,1
don't matter to me,drake ,33,3,0,1
whatever it takes,imagine dragons,34,25,0,1
look alive,blocboy jb ,35,23,0,1
simple,florida georgia line,36,7,0,1
moonlight,xxxtentacion,37,14,0,1
mercy,brett young,38,11,0,1
big bank,yg ,39,7,0,1
this is america,childish gambino,40,11,0,1
be careful,cardi b,41,16,0,1
te bote,casper magico  nio garcia  darell  nicky jam  ozuna ,42,13,0,1
mob ties,drake,43,3,0,1
summertime magic,childish gambino,44,1,1,1
i was jack ,jake owen,45,8,0,1
sit next to me,foster the people,46,18,0,1
x,nicky jam x j balvin,47,20,0,1
drowns the whiskey,jason aldean ,48,5,0,1
one number away,luke combs,49,18,0,1
jumpsuit,twenty one pilots,50,2,0,1
changes,xxxtentacion,51,14,0,1
bed,nicki minaj ,52,5,0,1
you say,lauren daigle,53,1,1,1
life changes,thomas rhett,54,4,0,1
all girls are the same,juice wrld,55,10,0,1
eastside,benny blanco  halsey ,56,1,1,1
take back home girl,chris lane ,57,7,0,1
emotionless,drake,58,3,0,1
up down,morgan wallen ,59,17,0,1
jackie chan,tiesto ,60,2,0,1
can't take a joke,drake,61,3,0,1
coming home,keith urban ,62,4,0,1
don't go breaking my heart,backstreet boys,63,4,0,1
sunrise  sunburn  sunset,luke bryan,64,3,0,1
growing pains,alessia cara,65,3,0,1
solo,clean bandit ,66,3,0,1
elevate,drake,67,3,0,1
wasted,juice wrld ,68,1,1,1
freaky friday,lil dicky ,69,18,0,1
hotel key,old dominion,70,3,0,1
desperate man,eric church,71,1,1,1
hopeless romantic,wiz khalifa ,72,1,1,1
fr fr,wiz khalifa ,73,1,1,1
kiss somebody,morgan evans,74,3,0,1
otw,khalid  ty dolla $ign ,75,12,0,1
ball for me,post malone ,76,12,0,1
all mine,kanye west,77,7,0,1
medicine,queen naija,78,7,0,1
nico and the niners,twenty one pilots,79,1,1,1
blue tint,drake,80,3,0,1
cry pretty,carrie underwood,81,6,0,1
after dark,drake ,82,3,0,1
sin pijama,becky g + natti natasha,83,6,0,1
broken,lovelytheband,84,1,1,1
hooked,dylan scott,85,1,1,1
alone,halsey ,86,14,0,1
ocean,tk kravitz ,87,1,1,1
ocean,martin garrix ,88,3,0,1
everything's gonna be alright,david lee murphy ,89,13,0,1
1942,g-eazy ,90,1,1,1
break up in the end,cole swindell,91,2,0,1
i'm a mess,bebe rexha,92,1,1,1
narcos,migos,93,10,0,1
remind me to forget,kygo ,94,1,1,1
call out my name,the weeknd,95,16,0,1
praise the lord ,a$ap rocky ,96,6,0,1
zombie,bad wolves,97,18,0,1
8 out of 10,drake,98,3,0,1
31 days,future,99,2,0,1
talk up,drake ,100,3,0,1
royals,lorde,1,14,0,1
roar,katy perry,2,9,0,1
wrecking ball,miley cyrus,3,7,0,1
wake me up!,avicii,4,15,0,1
hold on  we're going home,drake ,5,9,0,1
the fox,ylvis,6,5,0,1
holy grail,jay z ,7,13,0,1
blurred lines,robin thicke ,8,25,0,1
applause,lady gaga,9,8,0,1
summertime sadness,lana del rey ,10,13,0,1
safe and sound,capital cities,11,23,0,1
berzerk,eminem,12,6,0,1
work b**ch!,britney spears,13,3,0,1
we can't stop,miley cyrus,14,18,0,1
radioactive,imagine dragons,15,58,0,1
that's my kind of night,luke bryan,16,8,0,1
23,mike will made-it ,17,3,0,1
gone,kanye west ,18,1,1,1
sail,awolnation,19,57,0,1
mirrors,justin timberlake,20,34,0,1
counting stars,onerepublic,21,16,0,1
get lucky,daft punk ,22,25,0,1
clarity,zedd ,23,29,0,1
demons,imagine dragons,24,24,0,1
still into you,paramore,25,13,0,1
gorilla,bruno mars,26,6,0,1
it goes like this,thomas rhett,27,17,0,1
let her go,passenger,28,10,0,1
treasure,bruno mars,29,21,0,1
cups ,anna kendrick,30,41,0,1
love more,chris brown ,31,11,0,1
crooked smile,j. cole ,32,16,0,1
redneck crazy,tyler farr,33,19,0,1
walking on air,katy perry,34,1,1,1
night train,jason aldean,35,14,0,1
give it 2 u,robin thicke ,36,7,0,1
can't hold us,macklemore ,37,35,0,1
dark horse,katy perry ,38,3,0,1
love somebody,maroon 5,39,20,0,1
all me,drake ,40,2,0,1
everything has changed,taylor swift ,41,14,0,1
hey girl,billy currington,42,20,0,1
just give me a reason,p!nk ,43,34,0,1
mine would be you,blake shelton,44,10,0,1
slow down,selena gomez,45,9,0,1
beware,big sean ,46,11,0,1
same love,macklemore ,47,30,0,1
cruise,florida georgia line ,48,53,0,1
i need your love,calvin harris ,49,25,0,1
gas pedal,sage the gemini ,50,11,0,1
brave,sara bareilles,51,17,0,1
aw naw,chris young,52,12,0,1
true love,p!nk ,53,10,0,1
southern girl,tim mcgraw,54,11,0,1
type of way,rich homie quan,55,12,0,1
i luv this sh*t,august alsina ,56,5,0,1
tko,justin timberlake,57,3,0,1
sweater weather,the neighbourhood,58,17,0,1
round here,florida georgia line,59,17,0,1
best song ever,one direction,60,11,0,1
honest,future,61,4,0,1
take back the night,justin timberlake,62,13,0,1
parking lot party,lee brice,63,15,0,1
sunny and 75,joe nichols,64,6,0,1
red nose,sage the gemini,65,12,0,1
we were us,keith urban and miranda lambert,66,4,0,1
my hitta,yg ,67,1,1,1
replay,zendaya,68,7,0,1
team,lorde,69,2,0,1
tom ford,jay-z,70,13,0,1
tennis court,lorde,71,1,1,1
marry me,jason derulo,72,1,1,1
red,taylor swift,73,14,0,1
drunk last night,eli young band,74,5,0,1
wasting all these tears,cassadee pope,75,5,0,1
carolina,parmalee,76,3,0,1
heartbreaker,justin bieber,77,1,1,1
pompeii,bastille,78,8,0,1
the language,drake,79,2,0,1
loco,enrique iglesias ,80,3,0,1
burn,ellie goulding,81,5,0,1
headband,b.o.b ,82,17,0,1
point at you,justin moore,83,19,0,1
furthest thing,drake,84,2,0,1
white walls,macklemore ,85,3,0,1
bounce it,juicy j ,86,6,0,1
pound cake / paris morton music 2,drake ,87,2,0,1
best i ever had,gavin degraw,88,3,0,1
from time,drake ,89,2,0,1
it won't stop,sevyn streeter ,90,1,1,1
whatever she's got,david nail,91,1,1,1
little bit of everything,keith urban,92,20,0,1
animals,martin garrix,93,3,0,1
stay the night,zedd ,94,3,0,1
don't ya,brett eldredge,95,20,0,1
lolly,maejor ali ,96,3,0,1
darte un beso,prince royce,97,6,0,1
bruises,train ,98,8,0,1
propuesta indecente,romeo santos,99,4,0,1
outta my head,craig campbell,100,4,0,1
truth hurts,lizzo,1,21,0,1
senorita,shawn mendes ,2,14,0,1
someone you loved,lewis capaldi,3,20,0,1
ran$om,lil tecca,4,17,0,1
no guidance,chris brown ,5,16,0,1
panini,lil nas x,6,14,0,1
bad guy,billie eilish,7,26,0,1
circles,post malone,8,4,0,1
goodbyes,post malone ,9,12,0,1
old town road,lil nas x ,10,30,0,1
i don't care,ed sheeran ,11,20,0,1
talk,khalid,12,33,0,1
sunflower ,post malone ,13,49,0,1
sucker,jonas brothers,14,30,0,1
beautiful people,ed sheeran ,15,13,0,1
money in the grave,drake ,16,15,0,1
intro,dababy,17,1,1,1
suge,dababy,18,26,0,1
boyfriend,ariana grande ,19,8,0,1
hot girl summer,megan thee stallion  nicki minaj ,20,7,0,1
baby,lil baby ,21,10,0,1
memories,maroon 5,22,1,1,1
you need to calm down,taylor swift,23,15,0,1
my type,saweetie,24,13,0,1
take what you want,post malone ,25,3,0,1
how do you sleep?,sam smith,26,10,0,1
dancing with a stranger,sam smith ,27,37,0,1
only human,jonas brothers,28,15,0,1
on chill,wale ,29,7,0,1
the git up,blanco brown,30,16,0,1
if i can't have you,shawn mendes,31,21,0,1
trampoline,shaed,32,17,0,1
wow.,post malone,33,40,0,1
without me,halsey,34,51,0,1
hot,young thug ,35,6,0,1
enemies,post malone ,36,3,0,1
camelot,nle choppa,37,2,0,1
223's,ynw melly ,38,3,0,1
i don't know about you,chris lane,39,12,0,1
the london,young thug  j. cole ,40,18,0,1
cash shit,megan thee stallion ,41,14,0,1
pop out,polo g ,42,27,0,1
good as hell,lizzo,43,5,0,1
lover,taylor swift,44,6,0,1
beer never broke my heart,luke combs,45,21,0,1
speechless,dan + shay,46,40,0,1
one thing right,marshmello ,47,14,0,1
saint-tropez,post malone,48,3,0,1
time,nf,49,10,0,1
knockin' boots,luke bryan,50,22,0,1
living,dierks bentley,51,9,0,1
don't call me angel ,ariana grande  miley cyrus ,52,2,0,1
hollywood's bleeding,post malone,53,3,0,1
prayed for you,matt stell,54,8,0,1
liar,camila cabello,55,3,0,1
ballin',mustard ,56,10,0,1
heat,chris brown ,57,4,0,1
even though i'm leaving,luke combs,58,4,0,1
die for me,post malone ,59,3,0,1
graveyard,halsey,60,2,0,1
motivation,normani,61,6,0,1
china,anuel aa  daddy yankee  karol g  ozuna ,62,10,0,1
on the road,post malone ,63,3,0,1
one man band,old dominion,64,5,0,1
love you too late,cole swindell,65,8,0,1
southbound,carrie underwood,66,11,0,1
otro trago,sech  darell  nicky jam  ozuna ,67,16,0,1
good vibes,chris janson,68,4,0,1
lalala,y2k ,69,13,0,1
callaita,bad bunny ,70,16,0,1
baby sitter,dababy ,71,7,0,1
the ones that didn't make it back home,justin moore,72,15,0,1
bad bad bad,young thug ,73,6,0,1
playing games,summer walker,74,4,0,1
every little thing,russell dickerson,75,4,0,1
tip of my tongue,kenny chesney,76,11,0,1
right back,khalid ,77,9,0,1
no me conoce,jhay cortez  j balvin ,78,12,0,1
hot girl bummer,blackbear,79,2,0,1
self control,youngboy never broke again,80,3,0,1
what happens in a small town,brantley gilbert + lindsay ell,81,7,0,1
f.n,lil tjay,82,7,0,1
behind barz,drake,83,2,0,1
did it again,lil tecca,84,6,0,1
remember you young,thomas rhett,85,2,0,1
adicto,tainy  anuel aa ,86,1,1,1
hate me,ellie goulding ,87,10,0,1
a thousand bad times,post malone,88,3,0,1
what if i never get over you,lady antebellum,89,6,0,1
wish wish,dj khaled ,90,11,0,1
we were,keith urban,91,6,0,1
higher love,kygo x whitney houston,92,3,0,1
stuck in a dream,lil mosey x gunna,93,1,1,1
it's you,ali gatie,94,15,0,1
slide away,miley cyrus,95,6,0,1
loco contigo,dj snake  j. balvin ,96,1,1,1
shameless,camila cabello,97,3,0,1
queen of mean,sarah jeffery,98,8,0,1
rearview town,jason aldean,99,18,0,1
the bones,maren morris,100,2,0,1
fancy,iggy azalea ,1,13,0,1
problem,ariana grande ,2,5,0,1
all of me,john legend,3,34,0,1
turn down for what,dj snake ,4,23,0,1
happy,pharrell williams,5,22,0,1
am i wrong,nico ,6,7,0,1
dark horse,katy perry ,7,37,0,1
rude,magic!,8,6,0,1
summer,calvin harris,9,11,0,1
wiggle,jason derulo ,10,5,0,1
not a bad thing,justin timberlake,11,14,0,1
ain't it fun,paramore,12,14,0,1
talk dirty,jason derulo ,13,24,0,1
sing,ed sheeran,14,8,0,1
me and my broken heart,rixton,15,10,0,1
play it again,luke bryan,16,12,0,1
birthday,katy perry,17,8,0,1
pompeii,bastille,18,42,0,1
stay with me,sam smith,19,8,0,1
loyal,chris brown ,20,20,0,1
classic,mkto,21,16,0,1
latch,disclosure ,22,11,0,1
counting stars,onerepublic,23,50,0,1
she looks so perfect,5 seconds of summer,24,9,0,1
best day of my life,american authors,25,29,0,1
this is how we roll,florida georgia line ,26,17,0,1
love never felt so good,michael jackson ,27,5,0,1
let it go,idina menzel,28,27,0,1
la la la,naughty boy ,29,15,0,1
beachin',jake owen,30,10,0,1
team,lorde,31,36,0,1
na na,trey songz,32,19,0,1
timber,pitbull ,33,34,0,1
good girls,5 seconds of summer,34,1,1,1
love runs out,onerepublic,35,4,0,1
believe me,lil wayne ,36,1,1,1
wake me up!,avicii,37,49,0,1
show me,kid ink ,38,30,0,1
demons,imagine dragons,39,58,0,1
automatic,miranda lambert,40,15,0,1
bottoms up,brantley gilbert,41,24,0,1
pills n potions,nicki minaj,42,2,0,1
come with me now,kongos,43,9,0,1
story of my life,one direction,44,31,0,1
wild wild love,pitbull ,45,14,0,1
partition,beyonce,46,21,0,1
a sky full of stars,coldplay,47,5,0,1
move that doh,future ,48,12,0,1
beat of the music,brett eldredge,49,17,0,1
chandelier,sia,50,4,0,1
my eyes,blake shelton ,51,5,0,1
i don't dance,lee brice,52,7,0,1
lettin' the night roll,justin moore,53,15,0,1
work,iggy azalea,54,5,0,1
the worst,jhene aiko,55,17,0,1
2 on,tinashe ,56,4,0,1
whiskey in my water,tyler farr,57,10,0,1
who do you love?,yg ,58,12,0,1
bailando,enrique iglesias ,59,5,0,1
cut her off,kcamp ,60,8,0,1
who i am with you,chris young,61,6,0,1
yeah,joe nichols,62,6,0,1
trophies,young money ,63,13,0,1
human,christina perri,64,17,0,1
drunk on a plane,dierks bentley,65,3,0,1
habits ,tove lo,66,1,1,1
sleeping with a friend,neon trees,67,14,0,1
