Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Popularity,Ranks,Weeks,isNew,Target
2 minutos,2 minutos,2007,12,0.226,0.947,4,-3.861,0,0.341,0.00538,0,0.49,0.406,180.705,118727,55,0,0,0,0
adnans,orbital,1996,01,0.677,0.854,7,-11.562,1,0.0482,0.0349,0.882,0.0937,0.238,101.989,180023,54,0,0,0,0
drop sacrifice,liquid stranger,2007,11,0.721,0.53,1,-10.888,1,0.0352,0.00491,0.684,0.612,0.614,137.015,125618,56,0,0,1,0
got to let you go,kim wilson,2001,01,0.374,0.585,5,-10.227,0,0.0481,0.907,0.116,0.956,0.727,163.376,5501,33,0,0,1,0
hold me while i cry,irma thomas,1997,02,0.613,0.231,10,-13.857,1,0.0307,0.588,1.49e-06,0.177,0.0751,75.14,42147,52,0,0,0,0
loving you too long,billy bragg,2006,03,0.558,0.488,7,-7.098,1,0.046,0.538,0.001,0.115,0.547,82.588,95623,57,0,0,0,0
tragedy in blue,dj harry,2004,08,0.792,0.638,1,-5.706,1,0.0339,0.0993,0.913,0.0899,0.694,122.85,700,12,0,0,0,0
on independence day,anti-flag,2009,06,0.301,0.962,10,-5.961,0,0.173,0.00242,5.14e-05,0.135,0.413,155.274,258184,58,0,0,0,0
al doilea om,negura bunget,2003,01,0.262,0.4,2,-20.736,1,0.0416,0.878,0.807,0.109,0.0574,98.204,16235,22,0,0,1,0
willow weep for me,tin hat trio,2004,12,0.275,0.292,5,-11.524,1,0.0595,0.827,0.151,0.0833,0.295,180.572,7629,31,0,0,0,0
the one,miguel migs,2002,01,0.723,0.647,11,-7.157,0,0.0275,0.00159,0.028,0.114,0.885,105.033,40629,48,0,0,1,0
the sukkubus lustrate,belphegor,2008,04,0.444,0.947,2,-1.113,1,0.0636,0.000184,0.261,0.277,0.176,120.031,80702,41,0,0,1,0
fire and ice,outerspace,2010,12,0.496,0.625,7,-5.589,1,0.255,0.167,0.674,0.417,0.74,183.386,18800,38,0,0,1,0
smile,heavenly,1992,01,0.544,0.499,2,-8.458,1,0.0327,0.0435,0.00354,0.252,0.711,139.694,10069,33,0,0,1,0
nie wieder,pyranja,2006,01,0.376,0.829,0,-5.951,1,0.224,0.0965,0,0.12,0.448,171.734,1,0,0,0,0,0
two heads one pillow,gerald clayton,2009,01,0.511,0.33,10,-14.326,1,0.0622,0.0197,0.787,0.138,0.362,143.297,10944,31,0,0,0,0
world of vibrations,blackalicious,2006,02,0.566,0.79,8,-6.65,1,0.216,0.317,0.000601,0.836,0.406,116.63,109946,51,0,0,1,0
crimson wave,amorphis,2001,04,0.521,0.859,9,-5.805,0,0.0306,3.29e-05,0.021,0.37,0.615,108.019,169077,56,0,0,1,0
alovi,stefon harris,1999,01,0.547,0.387,7,-12.742,0,0.0371,0.892,0.0711,0.0895,0.295,132.036,5030,33,0,0,0,0
whatever lies will help you rest,the ataris,2007,02,0.313,0.92,7,-4.941,1,0.0662,0.00488,4.39e-05,0.406,0.279,152.237,144673,56,0,0,1,0
healing of all nations,yami bolo,2011,11,0.774,0.665,10,-7.587,1,0.175,0.0356,0,0.0793,0.793,138.887,7674,39,0,0,1,0
guarare,ray barretto,1975,12,0.589,0.654,8,-7.576,1,0.0744,0.446,0.000368,0.104,0.771,92.605,79888,49,0,0,1,0
bridge to canada,noisettes,2007,01,0.473,0.95,2,-2.192,0,0.166,0.0213,4.62e-05,0.0742,0.465,119.766,65981,49,0,0,1,0
love shelter,sundial aeon,2018,12,0.593,0.648,5,-8.838,0,0.037,0.0358,0.87,0.229,0.215,90.001,6177,36,0,0,1,0
breathe me in,candlebox,2008,06,0.374,0.611,1,-5.51,0,0.0314,0.0242,2.05e-05,0.0747,0.326,130.119,435005,57,0,0,1,0
state of emergency,nick jonas,2010,02,0.617,0.793,6,-4.383,1,0.0342,0.0743,4.97e-06,0.209,0.793,92.173,5185519,73,0,0,0,0
schwarzarbeit,geier sturzflug,2010,06,0.746,0.939,10,-4.589,1,0.0327,0.0153,0,0.401,0.992,116.039,14312,48,0,0,1,0
forgiveness,charlie peacock,1991,01,0.336,0.456,10,-11.104,1,0.045,0.306,1.58e-06,0.0856,0.228,155.291,4259,26,0,0,1,0
seven,cinder,2018,01,0.546,0.888,3,-4.456,0,0.0404,0.0159,0,0.282,0.625,116.036,2283,32,0,0,1,0
catholic knees,taking back sunday,2009,05,0.506,0.983,6,-3.528,1,0.0531,2.4e-05,0.00624,0.0607,0.584,131.046,621434,65,0,0,0,0
we ride,rihanna,2006,04,0.394,0.744,5,-5.465,0,0.276,0.00175,0,0.308,0.772,78.696,34643188,90,0,0,0,0
flaming red,patty griffin,1998,01,0.432,0.987,10,-5.859,0,0.149,0.0043,0.000828,0.371,0.19,124.723,83926,52,0,0,1,0
real love,the smashing pumpkins,2001,01,0.251,0.946,2,-4.662,1,0.08,5.48e-06,0.721,0.102,0.045,153.183,2396105,73,0,0,1,0
hidden documents,alexandre desplat,2010,01,0.582,0.0137,5,-29.851,1,0.0312,0.988,0.913,0.0848,0.144,91.996,187021,69,0,0,0,0
new pin,oceansize,2005,09,0.556,0.719,7,-8.783,1,0.0437,0.00112,0.522,0.384,0.584,118.023,26111,34,0,0,1,0
spaceman,the killers,2008,11,0.525,0.904,4,-5.488,1,0.0532,0.00257,0.000648,0.12,0.803,151.988,4917339,80,0,0,0,0
english summer rain,placebo,2003,03,0.573,0.909,10,-7.894,0,0.0516,0.00418,0.00333,0.0825,0.517,108.27,1067159,68,0,0,0,0
beautiful brown eyes,jimmy wakely,2000,01,0.545,0.18,2,-14.488,1,0.0313,0.923,0,0.145,0.433,109.265,1905,24,0,0,0,0
lies of hate,soul asylum,1998,05,0.493,0.87,11,-6.656,0,0.033,0.00275,0.00059,0.181,0.33,103.073,296108,59,0,0,1,0
intro,gertrudis,2009,03,0.562,0.45,9,-12.258,0,0.0279,0.529,0.000911,0.643,0.547,97.797,15908,44,0,0,0,0
musical episode,horace andy,2005,09,0.681,0.681,1,-8.307,1,0.217,0.114,0.0088,0.044,0.811,154.446,39406,50,0,0,1,0
on bended knee,boyz ii men,1994,01,0.626,0.532,8,-8.097,1,0.0351,0.413,0,0.116,0.197,116.621,1570940,71,0,0,0,0
white feather,wolfmother,2009,01,0.578,0.862,9,-4.492,1,0.053,0.000246,3.08e-05,0.381,0.646,111.499,589339,65,0,0,0,0
niev nietch nievitch,les ogres de barback,1999,01,0.639,0.762,4,-5.76,0,0.0701,0.406,0.524,0.0563,0.93,137.165,61518,46,0,0,0,0
the frail,nine inch nails,1999,01,0.189,0.00423,0,-34.898,1,0.0436,0.946,0.898,0.244,0.203,72.819,1318465,69,0,0,0,0
metal,nine inch nails,2000,01,0.653,0.363,5,-13.414,1,0.0383,0.153,0.821,0.105,0.0375,125.978,1318465,69,0,0,0,0
you feel good all over,t.g. sheppard,2010,01,0.622,0.3,5,-12.789,1,0.0259,0.758,0.000127,0.332,0.34,82.02,60664,44,0,0,1,0
commercial reign,inspiral carpets,1990,07,0.506,0.902,9,-4.705,1,0.0458,0.000198,0.156,0.251,0.764,113.618,74795,45,0,0,0,0
monde de fou,suburbs,2012,12,0.481,0.916,1,-4.349,1,0.0449,0.0241,9.97e-05,0.057,0.853,183.701,2626,23,0,0,1,0
i never came,queens of the stone age,2005,01,0.578,0.519,2,-7.79,1,0.027,0.0582,0.178,0.0777,0.557,115.431,2023718,73,0,0,1,0
you can still be free,savage garden,1999,11,0.457,0.357,0,-12.636,1,0.0326,0.241,6.79e-05,0.0625,0.0396,118.029,580613,68,0,0,1,0
indian love call,slim whitman,2010,01,0.242,0.261,3,-7.895,1,0.0335,0.97,0.000253,0.1,0.386,203.913,21947,40,0,0,1,0
isla del luna,lisa lynne,1999,04,0.799,0.324,2,-14.581,1,0.0315,0.756,0.863,0.157,0.207,96.036,7804,39,0,0,0,0
give it what u got,swami,2007,09,0.755,0.905,8,-2.962,0,0.206,0.0692,0.000669,0.201,0.872,89.919,148,37,0,0,1,0
oh my god,sticky fingaz,2000,01,0.704,0.815,1,-5.433,1,0.247,0.00756,2.06e-06,0.928,0.435,90.998,40902,43,0,0,1,0
ever be,korn,2007,07,0.474,0.902,0,-6.087,1,0.0491,0.000164,0.262,0.231,0.324,160.056,3344648,77,0,0,0,0
smile,xcultures,2007,03,0.315,0.301,9,-16.693,0,0.054,0.632,0.00811,0.608,0.425,121.488,105,5,0,0,1,0
walk away,tantric,2009,08,0.514,0.973,2,-1.992,1,0.0422,0.000221,3.7e-06,0.117,0.871,160.048,105474,52,0,0,0,0
shadows that move,mastodon,2006,02,0.309,0.972,1,-3.889,1,0.127,1.02e-05,0.142,0.202,0.564,134.013,510424,62,0,0,0,0
kite live from sydney,u2,2006,01,0.477,0.588,3,-7.669,1,0.0283,0.114,0.00361,0.977,0.178,133.968,5775213,81,0,0,0,0
kick out the jams,rage against the machine,2000,12,0.44,0.937,2,-2.418,1,0.0623,0.000422,2.35e-05,0.799,0.498,116.42,3059490,75,0,0,1,0
murder academy,ultraviolence,2009,03,0.668,0.942,1,-5.945,1,0.0927,0.0246,0.895,0.0721,0.0336,105.206,989,14,0,0,1,0
ukkosenjumalan poika,moonsorrow,2008,01,0.188,0.977,9,-5.103,1,0.0931,1.48e-06,0.875,0.133,0.117,129.522,50989,37,0,0,1,0
illuminate,orbital,2001,01,0.597,0.837,5,-6.382,1,0.0385,0.000863,0,0.107,0.531,125.971,180023,54,0,0,0,0
hey daddy,korn,1999,11,0.465,0.803,7,-6.764,1,0.0452,5.18e-05,0.0465,0.0809,0.493,93.899,3344648,77,0,0,0,0
amber changing,rise against,2013,05,0.315,0.968,10,-3.554,0,0.139,0.000177,9.38e-05,0.129,0.518,105.692,1985609,75,0,0,0,0
stickin in my eye,nofx,1992,12,0.299,0.97,9,-7.494,1,0.0799,0.0011,0.00752,0.0994,0.232,153.528,640307,64,0,0,1,0
sudanese dance,xcultures,2007,03,0.671,0.802,1,-6.947,1,0.0378,0.00503,0.0946,0.0879,0.827,124.975,105,5,0,0,0,0
para milladoiro,susana seivane,1992,07,0.378,0.492,10,-12.501,1,0.0284,0.00187,0.81,0.0796,0.215,152.041,3176,18,0,0,1,0
snowball,test icicles,2006,01,0.516,0.931,9,-3.351,1,0.0784,0.00126,2.14e-06,0.0892,0.647,150.044,5154,22,0,0,1,0
silent hill,moss,2009,09,0.266,0.699,9,-7.491,0,0.0369,0.00384,0.631,0.511,0.133,111.115,5299,56,0,0,1,0
openbare weg,mira,2006,11,0.591,0.342,4,-8.3,1,0.0319,0.93,2.39e-05,0.0968,0.179,84.678,1729,62,0,0,1,0
hate,organized konfusion,1997,01,0.844,0.475,11,-9.027,1,0.414,0.00503,0,0.19,0.658,88.107,27332,30,0,0,1,0
i want you,carl cox vs yousef,2008,03,0.671,0.969,4,-5.683,0,0.0475,0.000475,0.822,0.0471,0.288,130.0,555,1,0,0,1,0
president johnson,citizen kaned,2000,11,0.756,0.804,11,-8.371,1,0.131,0.00608,0.761,0.526,0.332,108.056,19,1,0,0,1,0
wkya,redman,2001,01,0.599,0.664,1,-9.722,0,0.472,0.294,0,0.295,0.849,86.501,539238,69,0,0,0,0
they say,jupiter rising,2007,09,0.824,0.708,8,-6.062,1,0.0779,0.111,0,0.0588,0.931,119.951,1520,22,0,0,1,0
medicate myself,the verve pipe,2001,09,0.511,0.781,9,-4.641,1,0.0426,0.00143,0,0.0826,0.424,133.575,175971,52,0,0,1,0
crawl before you ball,saafir,2019,10,0.77,0.822,10,-6.416,0,0.166,0.042,8.62e-05,0.359,0.468,94.563,2235,23,0,0,1,0
it makes no difference now,billie jo spears,2010,01,0.562,0.409,4,-16.625,1,0.0324,0.264,0,0.16,0.929,80.409,22612,44,0,0,1,0
spanish grease,willie bobo,1965,09,0.795,0.569,3,-10.72,1,0.0346,0.258,5.78e-06,0.277,0.862,127.259,29181,43,0,0,1,0
setting fire to sleeping giants,the dillinger escape plan,2004,07,0.413,0.992,9,-3.923,0,0.375,0.0093,0.000562,0.232,0.29,166.906,151835,49,0,0,0,0
crossfire,stevie ray vaughan,2002,08,0.477,0.715,8,-7.81,1,0.0329,0.037,0.00852,0.0991,0.891,116.102,1361767,66,0,0,1,0
human cannonball,loudon wainwright iii,1995,01,0.503,0.182,3,-14.824,1,0.0302,0.807,3.8e-05,0.0923,0.293,102.748,39520,48,0,0,0,0
burning in the aftermath,the suicide machines,2003,06,0.464,0.999,2,-2.242,1,0.156,0.00138,0,0.285,0.148,115.807,55152,45,0,0,1,0
nashville parthenon,casiotone for the painfully alone,2007,03,0.816,0.42,0,-10.829,1,0.109,0.00189,0.686,0.059,0.852,141.953,13925,32,0,0,0,0
certain things we do,lost boyz,1997,01,0.693,0.548,9,-11.17,1,0.2,0.0112,0,0.0748,0.74,90.244,122699,47,0,0,0,0
cocain ducks,ec8or,1995,11,0.46,0.847,6,-9.548,1,0.153,0.0205,0.105,0.385,0.174,95.444,1276,8,0,0,1,0
glory be,r.l. burnside,2004,08,0.749,0.705,2,-7.062,1,0.0303,0.0197,0.139,0.172,0.727,89.992,64103,46,0,0,1,0
myth takes,!!!,2007,03,0.754,0.77,11,-7.83,0,0.0272,0.133,0.747,0.293,0.904,97.109,103019,53,0,0,1,0
pinned to the ground,buzzhorn,2002,08,0.379,0.74,9,-5.935,0,0.0336,0.0131,1.07e-05,0.0511,0.292,144.876,1593,26,0,0,1,0
escapist,nightwish,2007,08,0.512,0.926,7,-3.556,0,0.0371,0.000473,0.843,0.345,0.354,143.954,1152893,69,0,0,0,0
witch weed,bongzilla,2007,06,0.115,0.905,9,-7.437,1,0.131,0.000188,0.209,0.189,0.193,83.979,37094,34,0,0,0,0
miracle,bizarre inc,1996,01,0.616,0.793,1,-9.063,0,0.0304,0.0104,0.00837,0.211,0.405,139.853,5653,37,0,0,1,0
u killed it,lily allen,2006,12,0.645,0.647,4,-6.194,0,0.0342,0.0504,6.9e-05,0.0672,0.605,77.999,1381872,72,0,0,0,0
until you love someone,dean martin,2011,01,0.304,0.147,3,-16.031,1,0.0313,0.924,0.00846,0.232,0.159,79.89,754753,70,0,0,0,0
nutty block,rodney o,1991,07,0.79,0.704,4,-9.964,0,0.258,0.0137,0,0.304,0.618,175.484,4376,29,0,0,0,0
part one from triomusic,strata,2008,04,0.495,0.0619,2,-20.571,1,0.0745,0.965,0.445,0.0984,0.0911,124.213,6028,33,0,0,0,0
set you free this time,gene clark,1991,09,0.592,0.423,2,-12.923,1,0.0264,0.646,0,0.0745,0.801,98.545,24130,43,0,0,1,0
hai shava,malkit singh,1989,01,0.703,0.842,5,-7.217,1,0.042,0.66,0,0.938,0.965,106.134,53457,49,0,0,1,0
movement 4 [from kiss],john cale,1997,06,0.41,0.413,7,-12.204,1,0.0293,0.189,0.68,0.126,0.319,137.234,91597,52,0,0,1,0
wicker chair,kings of leon,2003,02,0.645,0.704,0,-5.437,1,0.0309,0.0592,0,0.17,0.475,116.818,4022581,78,0,0,0,0
too much saturn,francis dunnery,1995,09,0.575,0.825,10,-5.622,1,0.0634,0.249,0,0.317,0.908,129.82,3437,28,0,0,0,0
caught in a dream,tesla,2008,01,0.558,0.686,7,-5.122,1,0.0257,0.000296,0.000652,0.0653,0.364,150.095,453486,57,0,0,1,0
hell,foo fighters,2005,06,0.177,0.941,7,-5.104,1,0.112,1.26e-05,0.00302,0.314,0.313,153.134,6908220,80,0,0,0,0
waiting,porcupine tree,1996,06,0.533,0.437,6,-12.132,0,0.0255,0.00131,0.393,0.0597,0.455,94.019,350571,58,0,0,1,0
the vitalized shell,enthroned,2010,12,0.163,0.993,0,-4.765,0,0.111,0.000128,0.0235,0.435,0.0349,136.528,20575,27,0,0,1,0
lend me your chopper,johnny osbourne,2011,05,0.717,0.685,6,-9.979,1,0.194,0.000848,3.96e-05,0.115,0.55,163.793,27266,45,0,0,1,0
gossippo perpetuo,perrey and kingsley,2006,01,0.605,0.86,7,-12.4,1,0.0407,0.616,0.914,0.144,0.964,136.032,3207,22,0,0,1,0
christmas in jamaica,toni braxton,2001,10,0.722,0.701,0,-5.086,1,0.0818,0.254,0,0.0867,0.623,139.81,1838552,67,0,0,1,0
exchange,abraham laboriel,1995,01,0.6,0.665,11,-8.665,0,0.0301,0.174,0.511,0.0448,0.969,139.807,9624,25,0,0,1,0
what are we here for,gary moore,1997,01,0.542,0.745,2,-6.769,1,0.0344,0.00112,0.0043,0.235,0.444,76.929,293230,60,0,0,1,0
master of disharmony,dimmu borgir,1997,05,0.153,0.958,9,-5.637,1,0.0766,6.25e-06,0.545,0.345,0.124,106.551,275488,55,0,0,0,0
sun is shining,deekline,2003,07,0.756,0.887,2,-8.141,1,0.0406,5.77e-05,0.694,0.253,0.76,136.022,14121,50,0,0,1,0
une petite pause,pascal sangla,2010,02,0.536,0.272,9,-14.858,1,0.0281,0.511,0.873,0.0677,0.301,92.845,54,5,0,0,0,0
wounded hearts,sandi thom,2008,05,0.343,0.669,4,-3.493,1,0.0363,0.319,0,0.105,0.578,169.874,16299,48,0,0,1,0
who shot ya,the notorious b.i.g.,1994,09,0.828,0.686,11,-5.689,0,0.218,0.273,0,0.524,0.617,91.713,4453143,80,0,0,1,0
angel food,steve vai,2013,06,0.493,0.637,4,-9.626,1,0.052,0.0903,0.823,0.847,0.43,147.742,290552,53,0,0,1,0
girl from a pawnshop,the black crowes,1996,01,0.342,0.575,7,-6.19,1,0.0335,0.104,1.82e-06,0.123,0.183,114.93,358897,63,0,0,0,0
memorabilia,nine inch nails,1994,06,0.612,0.988,5,-7.002,1,0.0759,0.177,0.354,0.138,0.333,133.849,1318465,69,0,0,0,0
just want to see ya,pacha massive,2009,09,0.899,0.475,0,-9.584,0,0.191,0.261,0.0474,0.1,0.684,139.914,4917,28,0,0,1,0
about last night,vitamin c,1999,08,0.739,0.736,7,-6.89,1,0.0473,0.0355,0.00352,0.076,0.774,96.986,43464,44,0,0,1,0
hush,mongo santamaria,1995,01,0.473,0.508,5,-10.826,0,0.0497,0.569,0.574,0.175,0.858,92.179,33681,45,0,0,1,0
hack 1/charlie x,information society,1990,01,0.91,0.524,7,-12.427,1,0.0936,0.0186,0.0911,0.0734,0.564,120.6,87061,48,0,0,1,0
le temps des cerises,toots thielemans,1998,03,0.437,0.00886,7,-20.093,1,0.0367,0.947,2.93e-06,0.122,0.237,75.632,28547,46,0,0,1,0
boxing day,the pineapple thief,2006,01,0.455,0.409,7,-11.377,1,0.0277,0.446,6.88e-05,0.0966,0.118,160.223,63977,47,0,0,0,0
intro,diamond d,2019,05,0.312,0.867,4,-6.997,1,0.521,0.169,0,0.409,0.684,66.035,882,50,0,0,1,0
boring,lifer,2001,01,0.593,0.934,5,-4.385,1,0.0667,0.000316,5.4e-06,0.222,0.374,104.563,508,29,0,0,1,0
bury you,lollipop lust kill,2002,06,0.322,0.959,5,-4.951,1,0.117,0.000309,0.00304,0.0912,0.435,154.289,773,13,0,0,1,0
close to you,rick astley,2005,10,0.621,0.673,2,-8.215,1,0.0438,0.0179,0.0613,0.0983,0.695,87.024,456895,67,0,0,1,0
highland,bill douglas,1988,01,0.596,0.271,7,-16.007,1,0.0392,0.927,0.947,0.109,0.472,103.677,6542,42,0,0,1,0
it is us,mudhoney,2006,03,0.167,0.934,5,-4.754,1,0.0901,5.77e-05,0,0.136,0.165,150.265,129621,45,0,0,1,0
badd indian,apache indian,1993,01,0.899,0.63,4,-10.994,1,0.137,0.21,0,0.138,0.57,95.922,7270,44,0,0,1,0
hold on,hot chip,2008,01,0.762,0.833,9,-6.269,0,0.0414,0.000161,0.614,0.179,0.625,134.461,487528,65,0,0,0,0
razor,foo fighters,2005,06,0.542,0.272,2,-12.909,1,0.0349,0.94,0.00669,0.11,0.203,125.465,6908220,80,0,0,0,0
this lullaby,queens of the stone age,2005,01,0.515,0.202,4,-18.629,0,0.0464,0.922,0.00155,0.1,0.541,158.102,2023718,73,0,0,0,0
where is my mind,placebo,2003,03,0.37,0.636,5,-6.303,1,0.03,7.15e-05,0.00806,0.349,0.192,155.491,1067159,68,0,0,0,0
your silence,the suicide machines,2003,06,0.379,0.993,10,-2.377,1,0.175,0.0245,6.56e-06,0.0944,0.285,146.175,55152,45,0,0,0,0
blott en dag,mons leidvin takle,2007,01,0.364,0.205,7,-13.061,1,0.0337,0.685,0.892,0.0999,0.124,92.701,614,20,0,0,1,0
mai [live],josh groban,2008,05,0.444,0.592,9,-6.144,1,0.0423,0.387,0.000465,0.967,0.261,126.072,481866,65,0,0,1,0
catharsis of a heretic,the ocean,2010,04,0.596,0.492,5,-8.287,0,0.0313,0.206,0.00245,0.128,0.677,139.984,488,42,0,0,1,0
say what!?!,chris standring,2003,07,0.792,0.671,7,-8.896,1,0.0388,0.44,0.572,0.108,0.681,139.961,14765,47,0,0,0,0
down on the corner,la portuaria,2005,01,0.886,0.367,4,-6.485,1,0.0592,0.064,0,0.111,0.649,99.936,82637,49,0,0,1,0
assassination,dead prez,2000,02,0.522,0.609,3,-7.151,0,0.368,0.134,0,0.166,0.775,177.262,97585,53,0,0,1,0
i did it for you,david cook,2008,11,0.342,0.827,9,-3.821,1,0.0369,0.00623,0,0.0783,0.413,175.655,184732,48,0,0,1,0
secret smile,semisonic,1998,03,0.551,0.516,10,-9.587,0,0.027,0.289,0.00015,0.0853,0.547,99.045,232844,61,0,0,0,0
si es que te vas,carlos vives,2002,06,0.413,0.393,0,-7.638,1,0.0402,0.415,0,0.253,0.237,130.176,3377724,75,0,0,1,0
bye bye betty blue,the fever,2006,05,0.251,0.879,10,-3.896,1,0.0821,0.021,0.000616,0.164,0.468,144.56,26359,40,0,0,1,0
getaway,krs-one,2008,02,0.428,0.723,8,-5.361,1,0.323,0.0688,0,0.258,0.663,85.711,331476,58,0,0,0,0
all i ask for,ill nino,2005,09,0.47,0.919,8,-3.5,1,0.0627,3.32e-05,0.107,0.136,0.515,136.357,230670,52,0,0,1,0
love dump,static-x,1999,03,0.575,0.942,0,-7.493,0,0.0571,0.000231,0.672,0.0696,0.401,130.056,664432,61,0,0,1,0
just in case,micachu,2009,04,0.564,0.618,4,-8.339,0,0.146,0.738,0,0.173,0.869,110.804,4168,48,0,0,1,0
foam born,between the buried and me,2007,09,0.423,0.462,10,-7.628,0,0.0962,0.00258,0.0949,0.099,0.182,120.247,162456,51,0,0,0,0
have it your way,leigh jones,2008,01,0.522,0.428,8,-7.663,0,0.0444,0.751,0,0.108,0.219,135.695,3955,13,0,0,1,0
pig meat on the line,memphis minnie,2018,11,0.688,0.239,5,-12.488,1,0.0359,0.945,0.000285,0.097,0.412,134.057,20738,34,0,0,0,0
we can do it,steel pulse,1991,01,0.759,0.535,10,-11.998,1,0.0573,0.0826,0,0.102,0.753,145.8,344138,58,0,0,0,0
take the wheel,pacha massive,2009,09,0.74,0.464,2,-8.546,1,0.0439,0.00949,0.0106,0.209,0.762,102.044,4917,28,0,0,0,0
smoke,vanessa daou,2013,07,0.792,0.359,11,-15.514,1,0.0352,0.465,0.116,0.0879,0.332,123.092,3286,29,0,0,1,0
sickman,alice in chains,1992,01,0.287,0.912,1,-5.553,1,0.0942,0.00743,0.00069,0.0871,0.274,138.871,2336322,73,0,0,0,0
beast in the broch,the lord weird slough feg,2013,02,0.597,0.316,9,-8.725,0,0.0522,0.754,0.76,0.137,0.715,93.05,3105,20,0,0,1,0
special,wilshire,2003,10,0.539,0.847,4,-3.409,0,0.0493,0.0023,2.25e-05,0.0759,0.459,130.105,53,45,0,0,0,0
follow you home,nickelback,2005,09,0.568,0.932,0,-3.671,1,0.0522,1.04e-05,0.101,0.0664,0.668,140.109,3932646,79,0,0,0,0
out of my darkness,legacy five,2004,10,0.705,0.528,1,-8.143,1,0.0472,0.558,0,0.104,0.644,180.061,11787,35,0,0,1,0
the fundamental alienation,dimmu borgir,2007,04,0.181,0.963,7,-3.994,0,0.128,1.43e-05,0.0896,0.145,0.0671,111.268,275488,55,0,0,0,0
at night,shakedown,2018,03,0.727,0.955,8,-8.28,1,0.0627,0.00351,0.887,0.15,0.744,124.987,14490,41,0,0,1,0
undercover gangstas,5th ward boyz,2013,08,0.808,0.727,7,-7.619,1,0.293,0.287,0.000235,0.11,0.653,179.911,35233,31,0,0,0,0
umbrella,all time low,2009,08,0.421,0.761,1,-3.835,1,0.0362,0.00261,0,0.124,0.681,175.937,2128268,71,0,0,1,0
too cool for love,webb wilder,2009,04,0.648,0.605,5,-6.882,1,0.028,0.35,0.0315,0.152,0.65,117.063,4039,33,0,0,1,0
house of wolves,my chemical romance,2006,10,0.445,0.977,0,-2.674,1,0.0995,0.000347,0.0235,0.126,0.239,105.825,4340242,79,0,0,0,0
bridget,rachel portman,2008,01,0.0868,0.0277,4,-21.023,0,0.0419,0.966,0.74,0.123,0.037,66.352,36494,57,0,0,1,0
live at brixton academy 1999,atari teenage riot,2000,07,0.0973,0.677,8,-7.61,1,0.386,0.00159,0.395,0.353,0.0331,58.258,31327,36,0,0,1,0
superstar dog,curtis,1999,08,0.812,0.875,10,-11.115,0,0.0452,0.0202,0.878,0.0613,0.912,113.87,603885,64,0,0,1,0
madazulu,deep forest,1998,01,0.654,0.879,1,-10.293,0,0.0829,0.0229,0.00428,0.0726,0.784,96.036,80700,48,0,0,0,0
depressionista,every time i die,2007,09,0.425,0.955,9,-5.295,1,0.0442,0.000308,0,0.0745,0.546,95.639,135861,53,0,0,0,0
we do it too,modeselektor,2002,03,0.559,0.984,10,-7.312,0,0.0989,0.00743,0.788,0.0686,0.596,188.0,153291,52,0,0,1,0
time will tell,mxpx,2001,05,0.553,0.938,7,-3.78,0,0.104,0.00244,0.355,0.0647,0.322,100.474,137353,52,0,0,0,0
succotash,claw hammer,2012,02,0.287,0.911,11,-6.395,0,0.227,0.00228,0.0687,0.209,0.48,149.771,300,4,0,0,1,0
greatest x,janet jackson,2008,01,0.678,0.686,1,-7.327,1,0.0363,0.135,0,0.187,0.561,114.032,1720699,70,0,0,0,0
lord of shadows and golden wood,beherit,1993,01,0.205,0.383,4,-19.714,1,0.0649,0.281,0.915,0.107,0.0365,130.655,15907,28,0,0,0,0
leaving melbourne,ten madison,2006,07,0.625,0.715,4,-8.195,0,0.0485,0.187,0.928,0.108,0.381,133.342,1377,15,0,0,0,0
where ya heart at,mobb deep,1999,04,0.823,0.62,6,-7.093,0,0.23,0.253,0,0.0507,0.479,93.922,902146,69,0,0,0,0
moving mountains,usher,2008,05,0.72,0.734,6,-4.515,1,0.0316,0.0856,0,0.303,0.37,115.999,7208297,83,0,0,0,0
when you were young,the killers,2006,10,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,4917339,80,0,0,0,0
in the hills,jim chappell,1994,05,0.716,0.372,0,-13.4,1,0.0356,0.626,0.733,0.113,0.348,126.135,3921,35,0,0,0,0
map your psyche,busdriver,2005,02,0.544,0.636,0,-12.249,0,0.366,0.645,0,0.193,0.578,148.741,59840,47,0,0,1,0
watch out for the birdsongs,goldfish,2008,03,0.497,0.782,0,-5.2,1,0.042,0.00316,0.00691,0.731,0.332,139.857,130118,62,0,0,1,0
intro,styles p,2002,01,0.501,0.252,7,-17.35,1,0.519,0.626,0.00326,0.155,0.546,81.707,315932,65,0,0,1,0
where to piss and shit in oslo,black debbath,2009,02,0.482,0.894,8,-5.317,1,0.0523,0.00247,0.00165,0.102,0.602,132.347,8173,33,0,0,1,0
come next monday,k.t. oslin,1993,04,0.757,0.525,9,-11.261,1,0.0418,0.276,2.23e-05,0.0385,0.843,81.939,56531,39,0,0,1,0
when my ship comes in,eddie cantor,1994,04,0.633,0.147,3,-15.592,1,0.146,0.981,0,0.317,0.412,108.175,3457,28,0,0,0,0
